Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc,Umag,Vmag_Calc,Hmag,Jmag,a_Calc,Teq_Calc,Mp_Calc,ScaleHeight_Prox,Previous Study Flag,a-a_Calc % Error,Rp/R*,a_Calc/R*,V-Vcalc,K-Kcalc,umag,gmag,rmag,imag,zmag,RISEmag,SPRAT_Redmag,SPRAT_Bluemag,600RI+19mag,HKmag,G750Mmag,GR01mag
CoRoT-19,6090,70.0,70.0,-0.02,0.1,0.1,1.181,0.127,0.077,1.576,0.354,0.096,4.115,0.047,0.152,0.302,0.049,0.125,0.0,,,0.0512,0.0018,0.0011,1.09,0.093,0.078,1.19,0.26,0.069,19.1,2.4,6.2,0.6,0.11,0.27,1630.0,150.0,40.0,2012A+A...537A.136G,2012MNRAS.426.1291S,TEP,6,28,8.04,0,10,14.4,14.01,11.84,0.196,0.79,2455257.44102,0.0006,3.89713,2e-05,2012A+A...537A.136G,0.24,0.006020774798776187,14.438842826406674,13.574842826406675,13.266842826406675,12.546842826406674,14.452842826406673,13.303157173593325,12.026157173593326,12.263157173593326,0.051229456087748315,1628.8039901747761,0.22559594291543483,304.5388608367554,2.0,-0.057498341770131,0.07759365179430716,6.985816224829974,0.7068428264066746,-0.7068428264066746,13.970837510439097,14.356298499490705,13.779029791756093,13.671918826406674,13.65099654661393,12.678643073712198,13.574842826406675,14.01,13.07840930886074,11.933078586796663,14.01,12.432402496258101
CoRoT-20,5880,90.0,90.0,0.14,0.12,0.12,1.1,0.1,0.1,1.16,0.15,0.2,4.35,0.11,0.14,0.71,0.26,0.35,0.59,0.02,0.02,0.0891,0.0038,0.0038,4.14,0.36,0.3,1.0,0.18,0.21,102.0,42.0,35.0,3.9,2.1,2.4,1024.0,16.0,16.0,2012A+A...538A.145D,2019MNRAS.483..824R,TEP,6,30,52.9,0,13,36.9,14.66,12.51,0.0927,0.9,2455266.0006,0.0012,9.2431839,7.2e-06,2021FrASS...8..210K,0.26,0.007847926160709682,15.116626983284963,14.172626983284964,13.840626983284963,13.054626983284964,15.183626983284963,14.115373016715036,12.725373016715036,12.992373016715035,0.08897851249818448,1023.7573857740012,0.22559594291543483,35.825170550881744,3.0,0.1365357752165187,0.08858852160810497,16.51669402607396,0.5446269832849637,-0.5446269832849637,14.554859672970165,15.053971564260829,14.390755578747878,14.251630983284963,14.215351190538849,13.248473163023405,14.172626983284964,14.66,13.667324526464858,12.617686508357519,14.66,13.051219942579113
CoRoT-21,6200,100.0,100.0,0.0,0.1,0.1,1.39,0.09,0.09,1.95,0.21,0.21,3.7,0.1,0.1,0.181,0.06,0.06,0.0,,,0.0417,0.0011,0.0011,2.26,0.33,0.33,1.27,0.14,0.14,,,,1.03,0.36,0.36,,,,2012A+A...545A...6P,2012A+A...545A...6P,TEP,6,44,12.59,0,17,56.9,16.0,13.81,0.198,0.5,2454399.0282,0.0009,2.72474,0.00014,2012A+A...545A...6P,0.2414798482198912,0.004479289228865588,16.333644936970597,15.503644936970595,15.204644936970595,14.513644936970596,16.334644936970598,15.296355063029406,14.067355063029405,14.292355063029405,0.04260836099142962,2022.5295646905115,0.22559594291543483,,1.0,-2.1318843773697997,0.06692749232464629,4.598379944339404,0.7036449369705942,-0.7036449369705959,15.153445112115849,16.402172172545846,15.724171738799447,15.607497936970596,15.592334724535363,14.617922820782661,15.503644936970595,16.0,15.010505460326236,13.938677531514703,16.0,14.370971179518294
CoRoT-22,5939,54.0,120.0,0.17,0.07,0.12,1.099,0.049,0.049,1.136,0.038,0.09,4.361,0.065,0.029,0.729,0.19,0.071,0.0,0.78,0.0,0.092,0.0014,0.0014,,0.15,0.0,0.435,0.015,0.035,,,,,,,885.0,53.0,280.0,2014MNRAS.444.2783M,2014MNRAS.444.2783M,TEP,18,42,40.12,6,13,9.3,13.94,11.99,0.187,0.2,2454598.42014,0.00075,9.75598,0.00011,2014MNRAS.444.2783M,0.012,0.0015484341389932594,14.415044266690465,13.483044266690465,13.155044266690465,12.379044266690466,14.473044266690465,13.550955733309534,12.177955733309535,12.439955733309535,0.0922117679320844,1005.1771661135328,0.08224889994938529,,1.0,-0.22965391167900415,0.03935014789036071,17.41457598740351,0.38904426669046543,-0.38904426669046543,14.071021625533668,14.306200584511604,13.69305144748411,13.565060266690466,13.531340059436578,12.563550842671189,13.483044266690465,13.94,12.979228555153524,12.083977866654767,13.94,12.353448051597718
CoRoT-23,5900,100.0,100.0,0.05,0.1,0.1,1.122,0.092,0.072,1.74,0.26,0.16,4.008,0.076,0.107,0.214,0.064,0.066,0.16,0.02,0.02,0.04809,0.00128,0.00104,3.06,0.32,0.3,1.18,0.19,0.11,54.0,12.0,14.0,1.75,0.63,0.64,1710.0,110.0,80.0,2012A+A...537A..54R,2012MNRAS.426.1291S,TEP,18,39,7.82,4,21,28.1,15.63,12.36,0.162,0.45,2455308.939,0.001,3.6313,0.0001,2012A+A...537A..54R,0.56,0.0048566455049654025,16.051403938744297,15.107403938744296,14.775403938744295,13.989403938744296,16.118403938744297,14.000596061255704,12.610596061255704,12.877596061255703,0.048044707717057836,1712.1316507088538,0.22559594291543483,113.0032235149883,2.0,0.09427111766169508,0.0696896369983759,5.943043888618757,1.6294039387442965,-1.6294039387442965,15.171980117171255,16.056130203926458,15.334937087099568,15.186407938744296,15.150128145998181,14.183250118482736,15.107403938744296,15.63,14.60210148192419,12.485298030627852,15.63,13.99390130381449
CoRoT-24b,4950,150.0,150.0,0.3,0.15,0.15,0.91,0.09,0.09,0.86,0.09,0.09,4.55,0.15,0.15,0.85,0.13,0.13,0.0,,,0.056,0.002,0.002,,0.018,0.0,0.33,0.04,0.04,,,,0.0,0.68,0.0,1070.0,140.0,140.0,2014A+A...567A.112A,2014A+A...567A.112A,TEP,6,47,41.41,-3,43,9.5,13.2,12.92,0.119,0.024,2454789.611,0.006,5.1134,0.0006,2014A+A...567A.112A,0.65,0.001554897853187626,13.999562270237865,12.619562270237864,12.177562270237864,10.951562270237865,14.599562270237865,15.168437729762134,13.112437729762135,13.544437729762135,0.05628942674137597,932.9842438687851,0.054789307124590306,,1.0,-0.5141760329266678,0.039432193106491376,14.002093857617057,-1.968437729762135,1.968437729762135,14.653926064215893,13.678939647272829,12.862539144084355,12.615736270237864,12.50906787645548,11.567029910588575,12.619562270237864,13.2,12.072014267788585,13.016218864881068,13.2,11.556955218839946
CoRoT-24c,4950,150.0,150.0,0.3,0.15,0.15,0.91,0.09,0.09,0.86,0.09,0.09,4.55,0.15,0.15,0.85,0.13,0.13,0.0,,,0.098,0.003,0.003,0.088,0.035,0.035,0.44,0.04,0.04,,,,0.98,0.38,0.3,850.0,80.0,80.0,2014A+A...567A.112A,2014A+A...567A.112A,TEP,6,47,41.41,-3,43,9.5,13.2,12.92,0.2,0.013,2454795.38,0.027,11.7594,0.0063,2014A+A...567A.112A,0.3,0.0027642628501113346,13.999562270237865,12.619562270237864,12.177562270237864,10.951562270237865,14.599562270237865,15.168437729762134,13.112437729762135,13.544437729762135,0.09807171197462747,706.8314161231378,0.08364293131076792,,1.0,-0.07312197695296381,0.05257625747532183,24.503664250829846,-1.968437729762135,1.968437729762135,14.653926064215893,13.678939647272829,12.862539144084355,12.615736270237864,12.50906787645548,11.567029910588575,12.619562270237864,13.2,12.072014267788585,13.016218864881068,13.2,11.556955218839946
CoRoT-25,6040,90.0,90.0,-0.01,0.13,0.13,1.09,0.11,0.05,1.19,0.14,0.03,4.31,0.05,0.08,0.85,0.09,0.05,0.0,,,0.0578,0.002,0.0009,0.37,0.04,0.04,1.08,0.3,0.1,5.7,1.7,1.9,0.12,0.12,0.05,1330.0,80.0,40.0,2013A+A...555A.118A,2013A+A...555A.118A,TEP,18,42,31.13,6,30,50.0,14.97,12.85,0.08,0.5,2454576.2156,0.0008,4.86069,6e-05,2013A+A...555A.118A,0.94,0.008698101572611359,15.363619781866005,14.499619781866006,14.191619781866006,13.471619781866005,15.377619781866004,14.348380218133995,13.071380218133996,13.308380218133996,0.05779371769679773,1321.6102584726623,0.22559594291543483,832.6553311630717,1.0,0.01087021817012005,0.09326361333666715,10.444418989712315,0.6216197818660056,-0.6216197818660056,14.57795795464015,15.348457139156338,14.713211300107782,14.596695781866005,14.575773502073261,13.603420029171529,14.499619781866006,14.97,14.003186264320071,12.960690109066999,14.97,13.365315029954365
CoRoT-26,5590,100.0,100.0,0.01,0.13,0.13,1.09,0.06,0.06,1.79,0.18,0.09,3.99,0.05,0.08,0.573,0.006,0.04,0.0,,,0.0526,0.001,0.0010,0.52,0.05,0.05,1.26,0.13,0.07,7.8,1.6,1.5,0.23,0.07,0.06,1600.0,80.0,70.0,2013A+A...555A.118A,2013A+A...555A.118A,TEP,18,39,0.13,6,58,11.7,15.76,13.26,0.228,0.6,2454573.6299,0.0008,4.20474,5e-05,2013A+A...555A.118A,0.33,0.005232459974995338,16.276450698105762,15.184450698105763,14.814450698105762,13.881450698105763,16.503450698105762,15.138549301894237,13.526549301894237,13.850549301894237,0.052469643547136444,1574.409002097859,0.22559594291543483,732.0046867367664,1.0,0.24844165893075057,0.07233574479464035,6.318822004620562,0.6214506981057628,-0.6214506981057628,15.617186143922718,16.23447651262944,15.426122361711524,15.234840698105764,15.17424484318348,14.215995450336196,15.184450698105763,15.76,14.664851982836021,13.393274650947118,15.76,14.099016156619154
CoRoT-27,5900,120.0,120.0,0.1,0.1,0.1,1.05,0.11,0.11,1.08,0.18,0.06,4.4,0.1,0.1,0.97,0.1,0.08,0.0,0.065,0.0,0.0476,0.0066,0.0066,10.39,0.55,0.55,1.007,0.044,0.044,,,,9.5,1.45,1.26,1500.0,130.0,130.0,2014A+A...562A.140P,2014A+A...562A.140P,TEP,18,33,59.0,5,32,18.5,15.54,12.98,0.115,1.0,2455748.684,0.001,3.57532,6e-05,2014A+A...562A.140P,0.54,0.009180837844941277,15.96470609916998,15.020706099169981,14.68870609916998,13.902706099169981,16.03170609916998,14.617293900830019,13.227293900830018,13.494293900830018,0.046509988146238454,1370.9577557860525,0.22559594291543483,,1.0,2.343608109153443,0.09581668876005514,9.477343157331545,0.9227060991699805,-0.9227060991699805,15.115062575527377,15.963115331457805,15.247357570691596,15.09971009916998,15.063430306423866,14.096552278908423,15.020706099169981,15.54,14.515403642349876,13.103646950415008,15.54,13.906470854380652
CoRoT-28,5150,100.0,100.0,0.15,0.1,0.1,1.01,0.14,0.14,1.78,0.11,0.11,3.94,0.12,0.12,0.191,0.004,0.004,0.047,0.055,0.038,0.059,0.0027,0.0027,0.484,0.087,0.087,0.955,0.066,0.066,13.2,5.0,3.6,0.52,0.2,0.2,,,,2015A+A...579A..36C,2015A+A...579A..36C,TEP,18,34,45.21,5,34,25.7,13.78,11.03,0.238,0.3,2455755.8466,0.0029,5.20851,0.00038,2015A+A...579A..36C,0.24,0.003039748306780744,14.512098227470894,13.205098227470893,12.782098227470893,11.631098227470893,15.014098227470894,13.178901772529105,11.238901772529104,11.643901772529103,0.059000538624845084,1364.0256583998869,0.22559594291543483,,1.0,-0.0009129151320321945,0.055133912492954316,7.127470328405792,0.601098227470894,-0.601098227470894,14.872244799186621,14.253885318319073,13.446597000736164,13.215579227470894,13.121068864776593,12.17477040292209,13.205098227470893,13.78,12.66503599080163,11.134450886264553,13.78,12.137273165915746
CoRoT-29,5260,100.0,100.0,0.2,0.1,0.1,0.97,0.14,0.14,0.9,0.12,0.12,4.52,0.19,0.19,1.29,0.03,0.03,0.082,0.081,0.081,0.039,0.002,0.0020,0.85,0.2,0.2,0.9,0.16,0.16,26.0,14.0,9.0,1.09,0.56,0.56,,,,2015A+A...579A..36C,2015A+A...579A..36C,TEP,18,35,36.5,6,28,47.0,15.56,13.05,0.0913,0.6,2456870.53809,0.00075,2.8505615,7.2e-06,2016A+A...589A..62B,0.43,0.010560169441850946,16.195605379028088,14.936605379028087,14.526605379028087,13.426605379028087,16.631605379028088,15.183394620971914,13.321394620971914,13.708394620971914,0.038947899302524416,1219.265477968157,0.22559594291543483,,2.0,0.1337702376985623,0.10276268506540176,9.318060079057064,0.3766053790280868,-0.3766053790280868,15.892136946551528,16.078159288947358,15.191051742827588,14.956875379028087,14.870683669183528,13.921462888620397,14.936605379028087,15.56,14.40161930922169,13.185697310485956,15.56,13.876245416061941
CoRoT-30,5650,100.0,100.0,0.02,0.1,0.1,0.98,0.03,0.05,0.91,0.09,0.03,4.4,0.1,0.10,,,,0.007,0.031,0.031,0.0844,0.0012,0.0012,2.9,0.22,0.22,1.009,0.076,0.076,,,,2.6,0.49,0.49,,,,2020A+A...635A.122B,2020A+A...635A.122B,TEP,18,30,24.26,6,50,9.4,15.27,13.56,0.16,1.4,2455665.5146,0.0012,9.06005,0.00024,2020A+A...635A.122B,0.0,0.012982861810806727,15.780612580447045,14.723612580447044,14.362612580447045,13.465612580447045,15.965612580447045,15.364387419552955,13.805387419552956,14.115387419552956,0.08448292435679894,894.1656303418945,0.22559594291543483,,1.0,-0.09815516855065187,0.11394236179229711,19.943641690762878,-0.09438741955295527,0.09438741955295527,15.219342379167257,15.717851714051848,14.957498021467684,14.780779580447046,14.725942792882279,13.7656543027228,14.723612580447044,15.27,14.207428049191691,13.682693709776478,15.27,13.628227167042239
CoRoT-31,5700,120.0,120.0,0.0,0.1,0.1,1.25,0.22,0.21,2.15,0.56,0.66,3.85,0.25,0.25,,,,0.02,0.16,0.16,0.0586,0.0034,0.0034,0.84,0.34,0.34,1.46,0.3,0.3,,,,0.25,0.14,0.14,,,,2020A+A...635A.122B,2020A+A...635A.122B,TEP,6,19,16.98,-4,25,20.2,15.06,13.43,0.15,0.5,2455843.9445,0.0044,4.62941,0.00075,2020A+A...635A.122B,0.87,0.004869671645700265,15.572317621440318,14.524317621440318,14.165317621440318,13.277317621440318,15.747317621440319,15.212682378559682,13.666682378559681,13.973682378559682,0.05855899547789396,1665.446071113139,0.22559594291543483,,1.0,0.07002258452591702,0.06978303264906352,5.860876428973996,-0.1526823785596818,0.1526823785596818,15.065161496283997,15.498078011624992,14.755344816515754,14.582990621440318,14.529433626621664,13.568691621973494,14.524317621440318,15.06,14.008889413520782,13.54834118927984,15.06,13.425547254669658
CoRoT-32,5970,100.0,100.0,0.0,0.2,0.2,1.08,0.08,0.07,0.79,0.08,0.09,4.67,0.11,0.08,,,,0.0,,,0.071,0.001,0.001,0.15,0.1,0.1,0.57,0.06,0.05,13.0,38.0,6.0,0.8,1.0,0.6,938.0,65.0,52.0,2018MNRAS.473..710B,2018MNRAS.473..710B,TEP,6,40,46.84,9,15,26.8,14.47,12.19,0.104,0.29,2455901.811,0.002,6.71837,1e-05,2018MNRAS.473..710B,0.5213704105712957,0.005497514904113717,14.925781664207289,13.993781664207289,13.66578166420729,12.88978166420729,14.983781664207289,13.77021833579271,12.397218335792711,12.659218335792712,0.07149193427539434,956.9575008445552,0.12239283051144237,257.48264855965755,1.0,-0.6880975880430984,0.07414522846491012,19.325674750137825,0.6997816642072898,-0.6997816642072898,14.408040618456134,14.853787340578746,14.208931959863943,14.07579766420729,14.042077456953402,13.074288240188011,13.993781664207289,14.47,13.489965952670348,12.293609167896356,14.47,12.868622910104538
CoRoT-35,6390,130.0,130.0,-0.5,0.1,0.1,1.01,0.07,0.06,1.65,0.1,0.11,4.01,0.05,0.05,,,,0.0,,,0.0429,0.00092,0.00092,1.1,0.37,0.37,1.68,0.11,0.11,,,,0.22,0.08,0.08,1747.0,62.0,62.0,2022MNRAS.516..636S,2022MNRAS.516..636S,TEP,19,17,15.43,-2,46,28.8,15.64,12.94,0.175,1.1,2456074.2415,0.0018,3.22748,8e-05,2022MNRAS.516..636S,0.5757474375734501,0.010947666568477543,15.94085357867335,15.180853578673348,14.903853578673347,14.271853578673348,15.919853578673349,14.308146421326652,13.180146421326652,13.379146421326652,0.04288341352959483,1911.3114173114925,0.22559594291543483,,1.0,0.03867805531321669,0.10463109752113633,5.590836047434239,1.331853578673348,-1.331853578673348,14.766217231254753,16.008200682671234,15.391445673167565,15.301272578673348,15.300187086445366,14.320731675400534,15.180853578673348,15.64,14.695693483330428,13.060073210663326,15.64,14.031326061708556
CoRoT-36,6730,140.0,140.0,-0.1,0.1,0.1,1.32,0.09,0.09,1.52,0.2,0.1,4.16,0.06,0.06,,,,0.0,,,0.066,0.007,0.007,,0.68,0.0,1.41,0.14,0.14,,,,,,,1567.0,35.0,35.0,2022MNRAS.516..636S,2022MNRAS.516..636S,TEP,18,31,0.24,7,11,0.1,13.13,11.59,0.208,1.0,2455662.52236,0.00034,5.616531,2.3e-05,2022MNRAS.516..636S,0.1592257662769765,0.009087029461281105,13.427763710521656,12.816763710521657,12.589763710521657,12.077763710521657,13.411763710521656,12.642236289478344,11.732236289478344,11.879236289478344,0.06783335030774967,1536.2026935557028,0.22559594291543483,,1.0,-2.7027270500897225,0.0953259118040898,9.336922548852726,0.4877637105216568,-0.4877637105216568,12.866578893596177,13.364984732293728,12.988397799812375,12.974832710521657,13.005742036946527,12.014761990766766,12.816763710521657,13.13,12.34935737150377,11.661118144739172,13.13,11.61415856948096
DS_Tuc,5598,28.0,59.0,-0.08,0.06,0.06,0.959,0.031,0.031,0.872,0.027,0.027,4.6,0.15,0.15,,,,,,,,,,,0.0453,0.0,0.5,0.02,0.02,,,,,,,,,,2019A+A...630A..81B,2021A+A...650A..66B,TEP,23,39,39.48,-69,11,44.7,8.23,6.68,0.13,0.4,2458332.30926,0.00037,8.138268,1.1e-05,2019ApJ...880L..17N,0.43454209422904516,0.003471985681527671,8.847716951160189,7.755716951160188,7.385716951160188,6.4527169511601885,9.07471695116019,8.457283048839813,6.8452830488398115,7.169283048839811,0.07808495738355564,902.0710506330845,0.10094210886169623,,3.0,,0.05892355795034505,19.255477880308273,-0.2272830488398121,0.2272830488398112,9.10171486684469,8.61202042359075,7.970350525200418,7.806106951160189,7.745511096237908,6.787261703390623,7.755716951160188,8.23,7.236118235890445,6.762641524419905,8.23,6.647535389444396
EPIC_210768568,5414,138.0,138.0,-0.03,0.24,0.24,1.02,0.13,0.13,1.375,0.068,0.068,4.169,0.074,0.074,,,,,,,0.0511,0.0021,0.0028,,,,0.0883,0.0044,0.0043,,,,,,,,,,2023MNRAS.518..669D,2023MNRAS.518..669D,TEP,11,20,33.81,-4,48,25.2,16.44,12.86,0.077,0.14,2456813.1485,0.0006,6.7987,0.0001,2020MNRAS.498.2778D,0.9662344109023382,4.354987346484534e-05,17.004684494913107,15.804684494913108,15.407684494913106,14.366684494913105,17.362684494913108,14.933315505086895,13.159315505086894,13.524315505086895,0.07070071829545777,1151.3065760775507,0.002926834669216015,,2.0,-27.723506589489677,0.0065992327936545275,7.991376839829079,1.506684494913106,-1.506684494913106,16.315565563394454,16.969043056144336,16.06231373477131,15.834743494913106,15.756870437918288,14.804721458708613,15.804684494913108,16.44,15.274737594559967,13.009657752543447,16.44,14.74180385721448
EPIC_201170410,3648,172.0,143.0,-0.05,0.15,0.21,0.287,0.101,0.084,0.282,0.074,0.069,4.999,0.075,0.075,,,,0.0,,,0.0349,0.0027,0.0022,,,,0.094,0.025,0.023,,,,,,,,,,2020MNRAS.498.2778D,2020MNRAS.498.2778D,TEP,11,35,45.24,4,36,59.2,15.02,12.15,0.076,0.02,2456811.637,0.0008,2.0478,0.0001,2020MNRAS.498.2778D,0.5,0.0011733521602056607,16.345418341582214,13.881418341582213,12.770418341582213,10.739418341582212,17.515418341582212,16.430581658417786,12.538581658417787,13.145581658417786,0.020817353080289997,647.4405964853612,0.0036595166423087576,,1.0,67.64859521474679,0.03425422835513392,26.612135577667072,-1.4105816584177866,1.4105816584177884,16.53572713267747,16.123231628319584,14.388126218563908,13.373835341582213,12.839076274224698,12.03896283160242,13.881418341582213,15.02,13.01822572857739,12.344290829208894,15.02,12.741538291712153
EPIC_246078343b,4116,138.0,138.0,-0.2,0.24,0.24,0.81,0.36,0.26,0.7,0.055,0.048,4.65,0.15,0.15,,,,,,,0.0258,0.0023,0.0025,,,,0.0678,0.0068,0.0044,,,,,,,,,,2023MNRAS.518..669D,2023MNRAS.518..669D,TEP,23,33,40.22,-7,36,43.0,15.16,11.86,0.08,0.02,2457738.6914,0.0019,0.8094,3e-05,2023MNRAS.518..669D,0.5,9.906818223893491e-05,16.33446510094368,14.168465100943681,13.414465100943682,11.576465100943683,17.556465100943683,15.443534899056317,12.194534899056318,12.818534899056319,0.015844443490379008,1319.2259603095629,0.001139317018355412,,1.0,62.833109384158305,0.0099533000677632,7.925470880428756,-0.2835348990563169,0.2835348990563169,16.794737324949086,16.055013417063748,14.561946973217047,13.929703100943682,13.623387038767516,12.749503353167375,14.168465100943681,15.16,13.486437863367081,12.027267449528159,15.16,13.145436194876345
EPIC_246078343c,4116,138.0,138.0,-0.2,0.24,0.24,0.81,0.36,0.26,0.7,0.055,0.048,4.65,0.15,0.15,,,,,,,0.0426,0.0016,0.0019,,,,0.11,0.005,0.0053,,,,,,,,,,2023MNRAS.518..669D,2023MNRAS.518..669D,TEP,23,33,40.22,-7,36,43.0,15.16,11.86,0.14,0.04,2457739.6914,0.0024,5.3301,0.0003,2023MNRAS.518..669D,0.5,0.0002607715311150948,16.33446510094368,14.168465100943681,13.414465100943682,11.576465100943683,17.556465100943683,15.443534899056317,12.194534899056318,12.818534899056319,0.05566622379516963,703.8203233882965,0.006415443674753285,,1.0,-23.472445056176845,0.01614842193884885,13.0862426165219,-0.2835348990563169,0.2835348990563169,16.794737324949086,16.055013417063748,14.561946973217047,13.929703100943682,13.623387038767516,12.749503353167375,14.168465100943681,15.16,13.486437863367081,12.027267449528159,15.16,13.145436194876345
EPIC_246220667b,4323,138.0,138.0,-0.1,0.24,0.24,0.81,0.36,0.26,0.732,0.055,0.052,4.61,0.15,0.15,,,,,,,0.0552,0.0017,0.0023,,,,0.1721,0.0056,0.0065,,,,,,,,,,2023MNRAS.518..669D,2023MNRAS.518..669D,TEP,23,26,32.7,-4,36,23.7,14.38,11.44,0.17,0.1,2457740.2578,0.0011,6.669,0.0002,2023MNRAS.518..669D,0.5,0.0005837279184922893,15.500083824632975,13.472083824632975,12.795083824632975,11.053083824632976,16.699083824632975,14.766916175367024,11.727916175367024,12.332916175367025,0.06463612837453758,701.5141031768893,0.02103351630513049,,1.0,-14.598845277148131,0.02416046188491208,16.215539607942937,-0.3869161753670234,0.3869161753670234,16.25596379109798,15.157927468110096,13.802497443455971,13.291302824632975,13.034258783182198,12.143872813382186,13.472083824632975,14.38,12.82529360796922,11.583958087683513,14.38,12.455743801420851
EPIC_246220667c,4323,138.0,138.0,-0.1,0.24,0.24,0.81,0.36,0.26,0.732,0.055,0.052,4.61,0.15,0.15,,,,,,,0.0487,0.0027,0.0031,,,,0.1088,0.009,0.0065,,,,,,,,,,2023MNRAS.518..669D,2023MNRAS.518..669D,TEP,23,26,32.7,-4,36,23.7,14.38,11.44,0.15,0.04,2457742.0977,0.0013,4.3696,0.0001,2023MNRAS.518..669D,0.5,0.00023329558242584142,15.500083824632975,13.472083824632975,12.795083824632975,11.053083824632976,16.699083824632975,14.766916175367024,11.727916175367024,12.332916175367025,0.04875988190349673,807.6863649367045,0.006168977146934447,,1.0,-0.1228097795955331,0.015274016578026928,14.306101067152554,-0.3869161753670234,0.3869161753670234,16.25596379109798,15.157927468110096,13.802497443455971,13.291302824632975,13.034258783182198,12.143872813382186,13.472083824632975,14.38,12.82529360796922,11.583958087683513,14.38,12.455743801420851
EPIC_247422570,5590,138.0,138.0,0.01,0.24,0.24,0.89,0.41,0.28,0.977,0.066,0.063,4.41,0.15,0.15,,,,,,,0.0586,0.0032,0.0033,,,,0.1888,0.0094,0.0094,,,,,,,,,,2023MNRAS.518..669D,2023MNRAS.518..669D,TEP,5,5,2.92,21,34,48.6,15.67,12.54,0.16,0.05,2457823.1445,0.0035,5.9382,0.0005,2023MNRAS.518..669D,0.5,0.00039435353585834626,16.18975285853145,15.097752858531452,14.727752858531451,13.794752858531451,16.41675285853145,14.415247141468548,12.803247141468548,13.127247141468548,0.06173143883007255,1072.3564980537358,0.0241024165480417,,1.0,-5.072680775661863,0.019858336684081733,12.897527453729879,1.254752858531452,-1.254752858531452,15.560268602278867,16.141461640160784,15.338542845303554,15.14814285853145,15.087547003609172,14.129297610761885,15.097752858531452,15.67,14.57815414326171,12.671623570734273,15.67,14.011602302211237
EPIC_249631677,3300,30.0,30.0,-0.24,0.09,0.09,0.174,0.004,0.004,0.196,0.006,0.006,5.094,0.006,0.006,23.1,0.7,0.7,,,,,,,,,,0.0848,0.0052,0.0052,,,,,,,460.0,5.0,5.0,2020AJ....160..172N,2020AJ....160..172N,TEP,15,12,5.19,-20,6,30.6,17.67,11.84,0.0342,0.2,2457990.862,0.0011,3.1443189,4.9e-06,2020AJ....160..172N,0.5645857492503393,0.0019767440874408535,19.014554969095375,16.234554969095374,14.732554969095375,12.412554969095375,20.214554969095374,17.097445030904627,12.366445030904627,12.924445030904627,0.02344988175509613,460.049904417066,0.0025331830818335474,,1.0,,0.04446059027319423,25.726931755192684,0.5725549690953748,-0.5725549690953748,17.31338905138621,19.193590163760955,16.96984764289194,15.432548969095375,14.647590419872577,13.923080720247356,16.234554969095374,17.67,15.139780428873195,12.103222515452313,17.67,14.929851771157313
G_9-40,3395,51.0,51.0,-0.07,0.16,0.16,0.295,0.014,0.014,0.3026,0.0095,0.0095,4.84,0.04,0.04,10.0,0.7,0.65,0.0,,,0.0418,0.00064,0.00064,0.0126,0.002,0.002,0.1695,0.0058,0.0058,10.8,1.8,1.8,2.41,0.51,0.4,441.0,8.0,8.0,2020AJ....159..100S,2022A+A...666A.154L,TEP,8,58,52.33,21,4,34.2,13.82,9.19,0.0705,0.37,2459503.32682,0.00042,5.7459982,2e-06,2022A+A...666A.154L,0.513,0.003313389139320188,15.24744714725805,12.62444714725805,11.28344714725805,9.10344714725805,16.42844714725805,13.90655285274195,9.55855285274195,10.137552852741951,0.041794985541446006,440.4995292408358,0.020567882230731017,145.71468295353756,2.0,0.011997751617878728,0.05756204599664772,29.703714828251456,-0.08655285274194924,0.08655285274194924,15.53844174105659,15.003902839482603,13.175022843869352,11.94367414725805,11.261738914097426,10.506756019719313,12.62444714725805,13.82,11.629133948319206,9.374276426370976,13.82,11.382100164147756
