System,Type,RAh,RAm,RAs,Decd,Decm,Decs,Vmag,Kmag,length,depth,T0(HJDorBJD),T0err,Period(day),Perioderr,Ephemeris_reference
TOI-2193,TEP,20,54,45.90,-72,48,16.7,12.06,10.38,0.0686,0.43,2459052.42122,0.00021,2.1225735,0.0000016,2022AJ....164...70Y
TOI-2194,TEP,19,56,37.02,-31,20,07.1,8.42,5.87,0.15,0.07,2459037.3678,0.0012,15.3376,0.0016,2023AJ....166....9M
TOI-2195,TEP,02,19,21.68,-72,42,31.2,11.40,9.80,0.08698,0.8,2459580.84798,0.00012,4.16451307,0.00000054,arXiv:2607.01315
TOI-2196,TEP,20,49,21.57,-70,29,06.0,11.95,10.35,0.0627,0.1,2459036.5126,0.0018,1.1947268,0.0000086,2022A+A...666A.184P
TOI-2202,TEP,03,24,54.87,-73,57,27.3,13.00,10.80,0.16,2.0,2458362.84356,0.00085,11.9101,0.0027,2021AJ....162..283T
TOI-2207,TEP,20,30,23.22,-44,53,15.4,11.42,10.13,0.1930,0.43,2459283.82747,0.00046,8.001968,0.000025,2022AJ....164...70Y
TOI-2236,TEP,01,20,39.84,-86,58,47.9,11.66,9.96,0.127,0.70,2459011.45704,0.00023,3.5315902,0.0000026,2022AJ....164...70Y
TOI-2257,TEP,12,58,57.67,+77,39,41.6,15.21,10.67,0.1602,0.4,2459007.9795,0.0010,35.189346,0.000090,2022A+A...657A..45S
TOI-2266,TEP,16,21,07.21,+31,34,37.4,16.54,11.02,0.041,0.4,2459255.69482,0.00027,2.3263180,0.0000048,2024A+A...683A.170P
TOI-2267b,TEP,04,20,14.76,+84,54,03.0,15.41,9.46,0.0340,0.2,2459525.40333,0.00032,2.2890900,0.0000012,2025A+A...702A..85Z
TOI-2267c,TEP,04,20,14.76,+84,54,03.0,15.41,9.46,0.0372,0.2,2459525.64728,0.00033,3.4950412,0.0000022,2025A+A...702A..85Z
TOI-2267d,TEP,04,20,14.76,+84,54,03.0,15.41,9.46,0.035,0.1,2460625.7199,0.0014,2.0344678,0.0000023,2026AJ....171...97G
TOI-2285,TEP,22,10,15.19,+58,42,21.9,13.40,9.03,0.12,0.1,2458747.1831,0.0029,13.635109,0.000031,2025RNAAS...9...73F
TOI-2295,TEP,18,46,18.39,+50,29,32.5,9.60,8.11,0.1254,1.1,2458713.4551,0.0027,30.033302,0.000072,2025A+A...694A..36H
TOI-2322b,TEP,07,47,53.52,-71,00,06.3,10.91,8.37,0.117,0.02,2460160.4469,0.0041,11.307170,0.000082,2025A+A...702A..32H
TOI-2322c,TEP,07,47,53.52,-71,00,06.3,10.91,8.37,0.096,0.07,2459037.4161,0.0014,20.225528,0.000042,2025A+A...702A..32H
TOI-2328,TEP,02,06,45.78,-81,14,50.6,12.30,10.40,0.16,1.0,2458330.4894,0.0004,17.10197,0.00001,2025A+A...694A.268T
TOI-2336,BD,15,20,55.30,-33,41,32.9,10.76,9.28,0.16,0.3,2459359.0493,0.0006,7.711978,0.000013,2023MNRAS.523.6162L
TOI-2337,TEP,19,22,28.77,+60,51,14.1,12.52,9.68,0.32,0.1,2458793.828,0.003,2.99432,0.00008,2022AJ....163..120G
TOI-2338,TEP,05,25,22.64,-34,40,05.7,12.48,10.66,0.15,1.0,2458458.7545,0.0008,22.65398,0.00002,2023AJ....165..227B
TOI-2345b,TEP,02,55,32.10,-34,58,39.1,11.48,8.85,0.07,0.04,2459116.7208,0.0016,1.0528573,0.0000026,arXiv:2510.12783
TOI-2345c,TEP,02,55,32.10,-34,58,39.1,11.48,8.85,0.18,0.1,2459120.3007,0.0014,21.064302,0.000041,arXiv:2510.12783
TOI-2346,TEP,05,52,22.30,-13,22,20.9,12.01,10.71,0.1583,1.2,2459044.17079,0.00029,3.3312029,0.0000024,2025ApJS..280...30Y
TOI-2364,TEP,05,56,31.21,-05,00,43.3,12.30,10.36,0.1156,0.79,2460240.01995,0.00036,4.0197478,0.0000014,2025AJ....170...34T
TOI-2368,TEP,08,59,49.84,-48,29,18.3,12.52,10.34,0.08439,1.3,2459297.19485,0.00028,5.1750073,0.0000016,2024AJ....168...32S
TOI-2373,TEP,04,06,44.68,-16,45,20.1,13.25,11.59,0.18,0.8,2458448.326,0.001,13.33668,0.00001,2023AJ....166..271E
TOI-2374,TEP,21,17,59.59,-22,02,59.4,12.10,9.79,0.07885,0.9,2460069.26439,0.00013,4.3136193,0.0000015,2025AJ....170..275Y
TOI-2379,TEP,23,53,22.09,-53,02,35.4,15.34,11.52,0.0778,3.0,2459401.56596,0.00016,5.4693827,0.0000023,2024MNRAS.533.3893B
TOI-2382,TEP,23,45,30.05,-16,06,50.9,11.97,10.58,0.0925,0.6,2459210.7972,0.0012,4.6612059,0.0000032,2025ApJS..280...30Y
TOI-2384,TEP,02,24,37.48,-65,00,00.7,15.36,11.34,0.0788,3.0,2459591.99589,0.00012,2.13570304,0.00000038,2024MNRAS.533.3893B
TOI-2406,TEP,00,35,13.22,-03,22,14.3,17.02,11.89,0.054,2.0,2459115.97547,0.00027,3.0766896,0.0000065,2021A+A...653A..97W
TOI-2407,TEP,03,18,59.17,-46,27,28.9,14.68,10.32,0.0708,0.5,2459149.0561,0.0003,2.702969,0.000001,2025MNRAS.541..630J
TOI-2416,TEP,03,49,21.33,-60,47,13.7,13.02,11.51,0.17,0.6,2458359.4884,0.0009,8.275479,0.000009,2023AJ....166..271E
TOI-2420,TEP,00,59,18.44,-19,46,16.2,11.57,9.80,0.190,0.3,2458388.4119,0.0013,5.842641,0.000014,2024A+A...690A..18C
TOI-2421,TEP,02,12,36.97,-35,23,27.3,11.49,9.67,0.2026,0.29,2458957.02765,0.00064,4.3474032,0.0000079,2022AJ....164...70Y
TOI-2427,TEP,03,29,09.81,-31,21,47.0,10.39,7.05,0.0335,0.03,2459169.61992,0.00083,1.305962,0.000071,2025A+A...699A.185S
TOI-2431,TEP,02,31,03.27,+08,22,55.0,10.89,7.55,0.03,0.05,2460258.86855,0.00015,0.22419577,0.00000005,2026A+A...707A.238T
TOI-2443,TEP,02,40,42.87,01,11,55.2,9.51,6.50,0.189,0.12,2459148.09939,0.00051,15.66858,0.00010,2025A+A...693A...7N
TOI-2445,TEP,02,53,15.88,+00,03,08.4,15.69,10.78,0.0229,0.2,2458411.21989,0.00081,0.3711286,0.0000004,2023A+A...673A..32M
TOI-2458,TEP,05,18,29.17,+01,15,13.9,9.27,7.89,0.0888,0.04,2459177.4046,0.0027,3.73659,0.00046,2025A+A...693A.235S
TOI-2459,TEP,05,28,34.28,-39,22,23.2,10.77,7.57,0.15,0.16,2458452.3342,0.0007,19.104718,0.000023,2023AJ....166....9M
TOI-2485,TEP,13,40,49.04,+22,59,02.4,11.93,10.05,0.274,0.5,2458939.7856,0.0023,11.234790,0.000053,2024A+A...690A..18C
TOI-2490,BD,04,52,29.86,-36,15,25.7,12.18,10.20,0.330,1.0,2459180.69430,0.00079,60.33266,0.00008,2024MNRAS.533.2823H
TOI-2494b,TEP,06,00,38.27,+00,07,54.4,11.91,9.60,0.0840,0.07,2459224.8498,0.0012,2.4087783,0.0000094,2026AJ....171..359Q
TOI-2494c,TEP,06,00,38.27,+00,07,54.4,11.91,9.60,0.0910,0.08,2459210.73182,0.00036,8.3761356,0.0000053,2026AJ....171..359Q
TOI-2497,TEP,06,00,15.01,+11,53,03.0,9.55,8.49,0.3284,0.2,2458981.3304,0.0010,10.655661,0.000026,2023MNRAS.521.2765R
TOI-2498,TEP,06,21,39.89,+11,15,06.2,11.20,9.93,0.12,0.2,2459204.4167,0.0001,3.738252,0.000004,2023MNRAS.523.1163F
TOI-2524,TEP,10,43,32.83,-01,54,45.8,12.80,11.20,0.18,1.0,2458550.155,0.002,7.18585,0.00001,2023AJ....166..271E
TOI-2525b,TEP,05,47,24.19,-60,31,17.1,14.26,11.91,0.2,1.3,2458333.5070,0.1,23.288,0.002,2023AJ....165..179T
TOI-2525c,TEP,05,47,24.19,-60,31,17.1,14.26,11.91,0.3,1.6,2458335.4101,0.1,49.260,0.001,2023AJ....165..179T
TOI-2529,TEP,07,55,58.66,-52,21,17.7,11.53,9.50,0.4,0.4,2458538.5151,0.0044,64.5949,0.0003,2024A+A...683A.192J
TOI-2533,BD,14,10,33.33,+26,25,24.0,11.68,10.80,0.1234,0.6,2459521.7286,0.0010,6.685784,0.000013,2024AJ....168..145F
TOI-2537,TEP,03,37,33.18,+10,03,27.9,13.24,10.39,0.2057,1.8,2458440.329,0.014,94.1022,0.0011,2025A+A...694A..36H
TOI-2543,BD,09,06,23.26,+03,34,03.6,11.18,10.01,0.3,0.3,2459233.3450,0.0015,7.542776,0.000031,2022A+A...664A..94P
TOI-2567,TEP,19,13,51.76,+66,20,52.6,12.30,10.72,0.2274,0.35,2459007.78085,0.00052,5.983944,0.000013,2022AJ....164...70Y
TOI-2570,TEP,05,48,45.13,+32,05,02.6,12.57,10.91,0.1253,1.3,2459393.14532,0.00021,2.9887615,0.0000022,2022AJ....164...70Y
TOI-2580,TEP,04,08,47.78,+67,06,59.6,11.42,9.88,0.349,0.8,2458839.4534,0.0005,3.397750,0.000002,2024A+A...692A.220E
TOI-2583,TEP,18,09,04.09,+45,20,12.8,12.61,11.24,0.1836,0.81,2459216.01039,0.00036,4.5207265,0.0000049,2023ApJS..265....1Y
TOI-2587,TEP,07,43,43.61,-01,04,24.0,11.61,9.99,0.1734,0.41,2458950.09242,0.00076,5.456640,0.000011,2023ApJS..265....1Y
TOI-2589,TEP,07,09,57.16,-37,13,51.4,11.42,9.63,0.25,0.9,2458494.579,0.002,61.6277,0.0002,2023AJ....165..227B
TOI-2641,TEP,11,24,31.34,-42,43,55.6,11.69,10.33,0.0699,1.5,2459332.21332,0.00066,4.880974,0.0000030,2023A+A...675A..39P
TOI-2669,TEP,08,58,53.43,-13,18,45.3,10.92,8.49,0.30,0.15,2458521.598,0.009,6.2034,0.0001,2022AJ....163..120G
TOI-2714,TEP,10,53,56.98,-25,31,28.8,13.33,11.78,0.128,1.1,2459302.7195,0.0004,3.601501,0.000002,2024A+A...691A..67M
TOI-2719b,TEP,04,46,13.19,-00,48,17.5,12.68,11.06,0.15,0.1,2459882.9550,0.0051,3.37594,0.00005,2025AJ....170..148G
TOI-2796,TEP,05,36,36.65,+00,53,46.6,12.53,10.94,0.0818,2.3,2459026.48882,0.00045,4.8084983,0.0000057,2023ApJS..265....1Y
TOI-2803,TEP,06,12,27.54,-23,29,33.0,12.53,11.28,0.1288,1.8,2459207.68640,0.00022,1.96229325,0.00000082,2023ApJS..265....1Y
TOI-2818,TEP,07,56,14.36,-35,07,00.2,11.92,10.40,0.1585,1.3,2459023.44641,0.00025,4.0397090,0.0000024,2023ApJS..265....1Y
TOI-2842,TEP,07,12,10.61,-10,38,21.6,12.60,11.06,0.1073,0.87,2459172.17909,0.00077,3.5514058,0.0000078,2023ApJS..265....1Y
TOI-2844,BD,07,20,48.78,+13,01,07.4,11.48,10.93,0.1258,0.2,2459940.21326,0.00091,3.5524204,0.000003,2025AJ....170...68V
TOI-2876,TEP,07,20,59.35,-21,06,52.7,12.46,10.44,0.0926,1.0,2459109.77223,0.00053,6.2996433,0.0000070,2025ApJS..280...30Y
TOI-2886,TEP,07,20,01.85,-10,34,11.4,12.27,10.92,0.11658,1.9,2459298.19854,0.00015,1.60200106,0.00000043,2025ApJS..280...30Y
TOI-2969,TEP,10,00,15.01,-47,26,42.9,12.93,10.25,0.0769,2.6,2459303.30015,0.00009,1.8237146,0.0000002,2025A+A...700A.118F
TOI-2977,TEP,09,35,42.36,-60,21,26.9,12.53,10.67,0.1223,1.2,2459373.83677,0.00029,2.3505614,0.0000025,2023ApJS..265....1Y
TOI-2981,TEP,13,38,10.26,-28,08,34.3,12.24,10.71,0.121,1.4,2459317.2727,0.0006,10.60057,0.00001,2024A+A...691A..67M
TOI-2986,TEP,10,55,05.17,-06,28,42.4,12.61,11.19,0.1653,0.3,2459534.34721,0.00073,3.2783662,0.0000044,2025ApJS..280...30Y
TOI-2989,TEP,11,24,55.74,-27,03,44.3,13.95,10.86,0.1117,2.3,2459302.2242,0.0002,3.122832,0.0000001,2025A+A...700A.118F
TOI-2992,TEP,10,57,15.98,-32,19,20.8,12.55,11.03,0.1604,0.7,2459500.55078,0.00040,3.0078120,0.0000020,2025ApJS..280...30Y
TOI-3023,TEP,11,01,15.79,-72,21,24.1,12.24,10.24,0.2067,0.82,2459071.19220,0.00030,3.9014971,0.0000031,2023ApJS..265....1Y
TOI-3071,TEP,11,33,06.98,-56,30,12.3,12.38,11.01,0.0771,0.2,2458594.608,0.002,1.266938,0.000002,2024MNRAS.532.1612H
TOI-3082,TEP,13,03,38.07,-19,13,07.9,12.93,9.88,0.08,0.24,2459309.1199,0.0010,1.92691,0.00013,2023AJ....166....9M
TOI-3135,TEP,13,51,26.21,-69,46,21.2,11.70,10.01,0.09249,1.6,2459576.6319,0.0005,3.7065585,0.0000012,2025ApJS..280...30Y
TOI-3160,TEP,14,58,15.81,-27,40,57.2,12.52,10.89,0.1241,0.9,2459629.84149,0.00035,3.9712808,0.0000025,2025ApJS..280...30Y
TOI-3235,TEP,13,49,53.98,-46,03,58.5,15.16,10.82,0.06165,10,2459690.001730,0.000045,2.59261842,0.00000041,2023ApJ...946L...4H
TOI-3261,TEP,03,10,54.66,-73,31,55.6,13.25,11.18,0.0674,0.17,2459112.4004,0.0008,0.8831331,0.0000010,2024AJ....168..132N
TOI-3288,TEP,19,48,26.49,-43,01,04.5,14.98,11.20,0.0804,2.9,2459057.7310,0.0002,1.4338635,0.0000004,2026A+A...707A..73F
TOI-3321,TEP,17,43,02.48,-65,00,29.7,11.25,9.67,0.1796,0.97,2458681.48898,0.00041,3.6525145,0.0000028,2024AJ....168...32S
TOI-3331,TEP,18,05,17.80,-34,06,25.8,11.75,9.91,0.0885,1.5,2459371.6530,0.0002,2.0180231,0.0000044,2022AJ....164...70Y
TOI-3362,TEP,10,23,56.24,-56,50,35.4,10.82,9.69,0.12,0.4,2458529.3279,0.0006,18.095367,0.000008,2023ApJ...958L..20E
TOI-3364,TEP,09,38,09.06,-49,20,06.8,11.93,9.78,0.1936,0.62,2459090.99481,0.00041,5.8768918,0.0000069,2023ApJS..265....1Y
TOI-3457,TEP,12,12,50.00,-79,45,25.9,12.34,10.40,0.1729,0.4,2459531.16898,0.00048,32.600268,0.000029,arXiv:2510.01725
TOI-3464,TEP,15,37,55.92,-44,47,23.7,12.63,11.10,0.1012,0.6,2459699.9129,0.0014,3.6515570,0.0000060,2025ApJS..280...30Y
TOI-3474,TEP,15,34,00.80,-47,57,49.2,12.66,10.94,0.1584,1.2,2459793.16816,0.00043,3.8795105,0.0000046,2025ApJS..280...30Y
TOI-3486,TEP,16,37,46.37,-59,18,18.4,12.45,10.00,0.07163,1.5,2459788.37105,0.00025,2.21778105,0.00000089,2025ApJS..280...30Y
TOI-3493,TEP,13,43,11.72,-22,35,06.5,9.32,7.78,0.21,0.1,2459313.0467,0.0012,8.1594667,0.0000017,2025A+A...697A.169C
TOI-3540,TEP,21,55,38.73,+28,10,46.2,11.51,9.78,0.0792,2.3,2459109.14114,0.00089,3.1199990,0.0000079,2022AJ....164...70Y
TOI-3523,TEP,20,17,08.03,+42,54,23.5,12.76,11.15,0.15205,1.0,2460417.45562,0.00014,2.30458951,0.00000083,2025ApJS..280...30Y
TOI-3568,TEP,21,30,24.57,+34,44,22.5,12.88,10.58,0.102,0.4,2459799.3834,0.0006,4.417965,0.000005,2024A+A...690A.312M
TOI-3577,BD,21,48,23.01,+48,20,04.4,11.57,10.32,0.1372,0.3,2460105.74424,0.00064,5.266759,0.000013,2025AJ....170...68V
TOI-3593,TEP,22,06,01.53,+34,12,42.0,12.19,10.27,0.10357,1.2,2460055.72703,0.00016,3.8212867,0.0000016,2025ApJS..280...30Y
TOI-3629,TEP,23,59,10.42,+39,18,51.3,14.63,10.52,0.0917,2.0,2458784.256,0.001,3.936551,0.000006,2022AJ....164...50C
TOI-3664,TEP,02,21,14.04,+59,42,42.7,13.88,11.48,0.134,1.2,2460661.83115,0.00079,3.2974839,0.0000041,2026MNRAS.549g1053B
TOI-3682,TEP,03,21,06.06,+25,17,50.2,12.06,10.06,0.1729,0.5,2459679.27433,0.00063,3.3462405,0.0000023,2025ApJS..280...30Y
TOI-3688,TEP,02,37,07.76,+54,51,04.4,12.32,10.73,0.1451,0.85,2459108.0507,0.0014,3.246075,0.000012,2023ApJS..265....1Y
TOI-3693,TEP,01,02,37.05,+51,18,14.0,12.03,10.15,0.1482,2.1,2458806.68164,0.00032,9.088516,0.000027,2022AJ....164...70Y
TOI-3714,TEP,04,38,12.56,+39,27,28.8,15.24,10.85,0.0692,5.0,2458840.5093,0.0004,2.154849,0.000001,2022AJ....164...50C
TOI-3755,BD,04,38,59.37,+66,40,16.2,12.79,10.88,0.1267,0.9,2459775.65123,0.00056,5.543744,0.000062,2025AJ....170...68V
TOI-3757,TEP,06,04,00.87,+55,01,11.9,14.8,11.0,0.0800,3.0,2458838.77148,0.00062,3.4387530,0.0000040,2022AJ....164...81K
TOI-3785,TEP,08,43,36.13,+63,04,41.3,14.60,10.17,0.071,1.0,2458861.49553,0.00059,4.6747373,0.000038,2023AJ....166...44P
TOI-3807,TEP,09,16,27.02,+69,04,26.9,11.96,10.62,0.0742,1.5,2459218.13454,0.00055,2.8989727,0.0000039,2023ApJS..265....1Y
TOI-3819,TEP,08,07,27.18,+29,23,19.1,12.53,11.08,0.1158,0.61,2459502.74370,0.00038,3.2443141,0.0000055,2023ApJS..265....1Y
TOI-3837,TEP,10,10,39.91,+24,16,23.2,11.96,10.32,0.20,0.6,2458649.4580,0.0010,10.24368,0.00001,2025A+A...694A.268T
TOI-3856,TEP,09,40,53.50,+27,57,00.6,12.31,10.61,0.07600,1.4,2459562.40174,0.00033,2.04360353,0.00000093,2025ApJS..280...30Y
TOI-3862,TEP,12,23,36.14,+50,32,40.7,12.35,10.55,0.05871,0.3,2459662.73870,0.00014,1.55745774,0.00000039,2026A+A...707A...4C
TOI-3877,TEP,11,21,49.07,+33,59,29.0,12.48,10.92,0.1128,0.5,2459753.9335,0.0011,4.1235946,0.0000067,2025ApJS..280...30Y
TOI-3884,TEP,12,06,17.44,+12,30,24.9,15.74,10.24,0.0676,4.0,2460351.818108,0.000070,4.54458373,0.00000067,2025A+A...702A.100C
TOI-3894,TEP,13,25,29.97,+52,46,05.0,11.99,10.48,0.1495,0.90,2458912.41363,0.00042,4.3345401,0.0000025,2024AJ....168...32S
TOI-3912,TEP,14,23,12.36,+24,04,35.6,12.41,10.92,0.1482,0.89,2459442.81871,0.00037,3.4936264,0.0000038,2023ApJS..265....1Y
TOI-3919,TEP,13,55,46.74,+40,23,30.5,12.80,11.50,0.1606,0.70,2458954.3740,0.0013,7.433234,0.000014,2024AJ....168...32S
TOI-3972,TEP,00,37,12.90,+61,12,18.7,11.35,9.69,0.1425,1.6,2459356.64809,0.00079,10.511372,0.000015,2024ApJ...973L..21W
TOI-3976,TEP,14,57,25.44,+44,16,27.5,12.32,11.05,0.1882,0.56,2459011.15791,0.00077,6.607662,0.000016,2023ApJS..265....1Y
TOI-3980,TEP,00,51,22.07,+59,34,33.1,12.58,10.74,0.0970,0.7,2459543.3304,0.0015,3.6089255,0.0000030,2025ApJS..280...30Y
TOI-3984,TEP,15,05,20.91,+36,47,13.4,15.65,11.05,0.0838,2.5,2459715.02268,0.00009,4.353326,0.000005,2023AJ....166...30C
TOI-4010b,TEP,01,20,51.50,+66,04,19.9,12.29,10.16,0.074,0.05,2459007.549,0.001,1.348335,0.000003,2023AJ....166....7K
TOI-4010c,TEP,01,20,51.50,+66,04,19.9,12.29,10.16,0.115,0.05,2459000.0523,0.0008,5.414654,0.000007,2023AJ....166....7K
TOI-4010d,TEP,01,20,51.50,+66,04,19.9,12.29,10.16,0.150,0.01,2458985.985,0.001,14.70886,0.00003,2023AJ....166....7K
TOI-4034,TEP,22,20,35.28,+71,46,02.5,13.26,11.46,0.1340,0.9,2460661.21859,0.00047,1.8020932,0.0000012,2026MNRAS.549g1053B
TOI-4081,TEP,01,26,17.42,+64,50,24.2,11.45,9.59,0.1764,0.125,2458958.6272,0.0023,9.258388,0.000021,2025A+A...694A..36H
TOI-4087,TEP,14,31,42.18,+83,22,21.8,12.15,10.44,0.1243,1.2,2459244.566414,0.000093,3.17748350,0.00000094,2023ApJS..265....1Y
TOI-4127,TEP,07,01,37.09,+72,24,53.8,11.44,10.25,0.159,0.08,2459765.1094,0.0008,56.3987,0.0001,2025A+A...704A.194M
TOI-4137,TEP,05,10,27.09,+70,23,27.9,11.40,10.00,0.1429,0.75,2458990.46651,0.00033,3.8016122,0.0000065,2022AJ....164...70Y
TOI-4138,TEP,15,10,07.67,+72,42,37.2,11.81,10.39,0.1976,0.8,2459660.60712,0.00017,3.66003639,0.00000099,2025MNRAS.543..292S
TOI-4145,TEP,02,37,43.14,+80,16,02.6,12.18,10.29,0.0877,2.0,2458925.88211,0.00017,4.0664428,0.0000058,2023ApJS..265....1Y
TOI-4153,TEP,22,21,34.31,+82,12,57.8,11.67,10.30,0.18801,0.93,2459026.05484,0.00022,4.6174141,0.0000015,2024AJ....168...32S
TOI-4155b,TEP,21,42,32.69,+77,44,03.8,11.85,10.27,0.10,0.1,2459803.9384,0.0024,3.320729,0.000058,2025AJ....170..148G
TOI-4184,TEP,02,55,18.83,-79,24,52.9,17.12,11.87,0.053,1.0,2459483.65667,0.00023,4.9019804,0.0000052,2023A+A...677A..38B
TOI-4201,TEP,06,01,53.92,-13,27,41.0,15.30,11.37,0.09296,3.6,2459860.74636,0.0001,3.5819111,0.0000017,2023AJ....166..165G
TOI-4214,TEP,07,20,59.88,-13,55,34.3,11.61,10.04,0.1335,0.5,2459129.83465,0.00035,3.4913882,0.0000032,2025ApJS..280...30Y
TOI-4308,TEP,21,51,00.84,-43,33,44.5,11.25,9.14,0.13,0.08,2458333.4284,0.0028,9.151201,0.000036,2023AJ....166....9M
TOI-4311b,TEP,02,46,44.32,-31,10,46.7,11.39,9.49,0.06,0.03,2458382.6409,0.0021,0.9902738,0.0000030,2026MNRAS.549ag952E
TOI-4311c,TEP,02,46,44.32,-31,10,46.7,11.39,9.49,0.08,0.1,2458394.7242,0.0058,15.070425,0.000078,2026MNRAS.549ag952E
TOI-4329,TEP,21,58,15.34,+71,07,53.8,12.72,10.63,0.24,0.4,2458765.068,0.002,2.9223,0.00015,2022AJ....163..120G
TOI-4336b,TEP,13,44,25.48,-40,20,15.5,12.89,8.63,0.0867,0.34,2459335.57275,0.00046,16.336351,0.000017,2026A+A...708A..81P
TOI-4336c,TEP,13,44,25.48,-40,20,15.5,12.89,8.63,0.0725,0.12,2459333.2931,0.0015,7.587266,0.000012,2026A+A...708A..81P
TOI-4342b,TEP,21,37,33.48,-77,58,45.0,12.67,9.02,0.09092,0.12,2458654.53479,0.00089,5.5382592,0.0000034,2026A+A...708A..81P
TOI-4342c,TEP,21,37,33.48,-77,58,45.0,12.67,9.02,0.1189,0.14,2458659.3486,0.0017,10.688662,0.000015,2026A+A...708A..81P
TOI-4364,TEP,05,20,16.00,-04,14,22.0,13.56,9.08,0.0668,0.18,2458439.3428,0.0020,5.424019,0.000011,2025AJ....169..166D
TOI-4377,TEP,10,59,43.79,-82,13,16.9,11.71,9.15,0.5,0.15,2458602.1245,0.0023,4.378081,0.000019,2024MNRAS.527.6332P
TOI-4379,TEP,16,48,11.49,-32,26,01.5,12.66,10.73,0.25,0.6,2459734.043,0.043,3.25352,0.00002,2024AJ....168...81S
TOI-4406,TEP,01,12,11.64,-56,55,31.4,10.94,9.73,0.15,0.6,2458372.194,0.001,30.08364,0.00005,2023AJ....165..227B
TOI-4438,TEP,18,01,16.14,+35,35,41.6,13.69,8.87,0.08421,0.4,2459396.41168,0.00065,7.44628,0.000009,2024A+A...685A.147G
TOI-4463,TEP,18,37,25.95,+18,43,47.9,11.11,9.40,0.0772,1.3,2459291.64004,0.00032,2.8807198,0.0000028,2023ApJS..265....1Y
TOI-4465,TEP,18,24,32.22,+15,50,30.1,10.51,8.79,0.5,2,2459395.1256,0.0006,101.94054,0.00038,2025AJ....170...41E
TOI-4479,TEP,21,04,23.27,+24,39,13.2,15.2,10.65,0.06,0.3,2459420.7578,0.0012,1.15890,0.00002,2022A+A...666A..10E
TOI-4487,TEP,20,25,41.30,+45,58,15.7,12.14,10.56,0.1774,0.7,2460082.97410,0.00026,3.9540709,0.0000020,2025ApJS..280...30Y
TOI-4495b,TEP,19,05,26.98,+37,01,34.0,9.53,8.22,0.12,0.02,2458685.7738,0.0017,2.56699,0.00020,arXiv:2601.02665
TOI-4495c,TEP,19,05,26.98,+37,01,34.0,9.53,8.22,0.13,0.1,2458687.8395,0.0012,5.18553,0.00019,arXiv:2601.02665
TOI-4504b,TEP,07,37,52.15,-62,04,41.8,13.36,11.24,0.2,0.1,2459038.458,0.022,4.42614,0.00014,2025ApJ...978L..22V
TOI-4504c,TEP,07,37,52.15,-62,04,41.8,13.36,11.24,0.3,1.2,2458400.3906,0.0016,82.97213,0.00013,2025ApJ...978L..22V
TOI-4504d,TEP,07,37,52.15,-62,04,41.8,13.36,11.24,0.2,1.0,2458423.0498,0.0,41.28724,0.0,2026A+A...711A..45A
TOI-4507,TEP,05,21,48.33,-69,59,17.6,10.81,9.38,0.38,0.6,2458413.8515,0.0008,104.61611,0.00006,2026ApJ...996L..13E
TOI-4515,TEP,01,24,44.69,+21,30,47.0,12.00,10.13,0.135,1.6,2459451.62191,0.00022,15.266446,0.000013,2024A+A...682A.135C
TOI-4529,TEP,01,07,52.53,+12,52,51.4,12.21,7.95,0.10,0.1,2459701.3329,0.0006,5.879577,0.000011,2026A+A...707A.106P
TOI-4551,TEP,12,19,54.90,-25,49,40.3,9.97,7.52,0.4,0.10,2458595.6597,0.0048,9.955810,0.000077,2024MNRAS.527.6332P
TOI-4552,TEP,17,38,51.42,-47,38,13.4,14.44,9.40,0.025,0.12,2459361.88588,0.00025,0.30110032,0.00000014,2026A+A...709A..73S
TOI-4559,TEP,14,04,03.25,-30,00,50.8,13.12,8.62,0.058,0.10,2459335.3447,0.0010,3.965991,0.000314,2024PASA...41...30M
TOI-4562b,TEP,07,28,02.41,-63,31,04.2,12.09,10.62,0.180,1.0,2459476.90040,0.00055,225.10640,0.00016,2024A+A...690L...7F
TOI-4582,TEP,17,07,26.43,+68,51,56.3,11.27,9.33,0.48,0.14,2458712.177,0.004,31.034,0.001,2023AJ....165...44G
TOI-4596,TEP,06,34,49.89,+27,23,17.3,9.84,8.28,0.10,0.07,2460283.3223,0.0008,4.119409,0.000007,arXiv:2603.23713
TOI-4600b,TEP,17,13,48.09,+64,33,58.2,12.58,10.57,0.314,0.7,2459750.1421,0.0020,82.6869,0.0003,2023ApJ...954L..15M
TOI-4600c,TEP,17,13,48.09,+64,33,58.2,12.58,10.57,0.464,1.3,2459751.6008,0.0020,482.8191,0.0018,2023ApJ...954L..15M
TOI-4603,TEP,05,35,27.82,+21,17,39.6,9.96,7.79,0.1189,0.2,2459549.1260,0.0014,7.24599,0.00022,2023A+A...672L...7K
TOI-4616,TEP,00,59,16.34,+13,51,38.9,14.75,10.47,0.03,0.3,2459684.88885,0.00034,1.55382,0.00001,arXiv:2603.10905
TOI-4633,TEP,17,07,22.40,+62,28,33.0,9.02,7.35,0.477,0.05,2459864.8265,0.0086,271.9445,0.0040,2024AJ....167..241E
TOI-4641,TEP,02,50,13.90,+25,20,01.0,7.51,6.58,0.2266,0.2,2459510.82759,0.00096,22.093410,0.000059,2024MNRAS.527.10955
TOI-4666,TEP,03,45,09.57,-39,03,47.1,15.33,11.09,0.0991,4.2,2459168.4741,0.0002,2.9089181,0.0000006,2026A+A...707A..73F
