Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc,Umag,Vmag_Calc,Hmag,Jmag,a_Calc,Teq_Calc,ScaleHeight_Prox,Previous Study Flag,a-a_Calc % Error,Rp/R*,a_Calc/R*,V-Vcalc,K-Kcalc,umag,gmag,rmag,imag,zmag,RISEmag,SPRAT_Redmag,SPRAT_Bluemag,600RI+19mag,HKmag,G750Mmag,GR01mag,Exposure Time for Half_Well,SNR (Half_Well),Cadence (Half_Well),Rank,Habitable_Rank,Multi_Transit_Rank,Multi_Transit_Habitable_Rank
K2-199c,4491,100.0,100.0,-0.01,0.09,0.09,0.711,0.022,0.024,0.682,0.014,0.014,,,,,,,0.03,0.06,0.03,0.0662,0.0007,0.0007,0.039,0.007,0.007,0.254,0.009,0.008,,,,2.2,0.5,0.5,694.0,17.0,17.0,2018AJ....155..136M,2021AJ....162..294A,TEP,13,55,36.41,-6,8,10.1,12.29,10.28,0.1022,0.18,2457222.93034,0.00035,7.3744897,3.7e-06,2021AJ....162..294A,0.49,0.0014647704519879,13.337716951160187,11.532716951160188,10.957716951160188,9.368716951160186,14.393716951160188,13.20128304883981,10.496283048839812,11.056283048839813,0.066178618887417,695.1998832449077,,2.0,0.0323081879653198,0.0382723196577889,20.87262273517632,-0.9112830488398114,0.9112830488398131,14.400785295416116,12.930399423590748,11.822911525200418,11.428741951160188,11.236967339761222,10.324399932545028,11.532716951160188,12.29,10.93052656546669,10.388141524419906,12.29,10.508080897829874,3.8268493978366487,948.0655822422867,2307.4020119505412,248415.80531764645,357.33004464578363,91477.27888258317,131.5841401693061
K2-285b,4975,95.0,95.0,0.0,0.05,0.05,0.83,0.023,0.023,0.787,0.016,0.016,4.4,0.1,0.1,,,,0.0,,,0.03817,0.00095,0.00092,0.0305,0.0038,0.0043,0.231,0.005,0.005,14.2,1.9,2.0,2.31,0.34,0.34,1089.0,22.0,22.0,2019A+A...623A..41P,2019A+A...623A..41P,TEP,23,17,32.23,1,18,1.0,12.03,9.97,0.107,0.097,2457743.37545,0.00051,3.471745,4.5e-05,2019A+A...623A..41P,0.57,0.0009097988462235,12.836716951160188,11.456716951160187,11.014716951160189,9.788716951160188,13.436716951160188,12.211283048839812,10.155283048839811,10.587283048839812,0.0421694328597478,1036.3700861445157,273.67051980983456,1.0,-9.48419883437768,0.0301628719823479,10.42919616511411,-0.1812830488398127,0.1812830488398127,13.555604723987548,12.502407423590748,11.697783525200418,11.452890951160189,11.346222557377803,10.404184591510898,11.456716951160187,12.03,10.90916894871091,10.062641524419906,12.03,10.392530514197366,3.410684759830582,948.1216972244284,2710.5407421057625,248346.859069912,239.63144285050456,133286.06986439237,128.6085652667192
NGTS-16,5550,150.0,150.0,0.35,0.1,0.1,1.002,0.031,0.031,1.21,0.1,0.1,4.35,0.18,0.16,,,,0.0,,,0.0523,0.0064,0.0064,0.67,0.16,0.13,1.3,0.13,0.12,,,,0.29,0.14,0.09,1177.0,59.0,59.0,2021MNRAS.504.6018T,2021MNRAS.504.6018T,TEP,3,53,3.34,-30,48,16.7,14.36,12.65,0.1275,0.9,2458435.6054,0.0013,4.84532,2e-05,2021MNRAS.504.6018T,0.807,0.0121895269153255,14.936634184703925,13.83063418470392,13.457634184703924,12.511634184703922,15.179634184703923,14.498365815296076,12.866365815296078,13.195365815296078,0.0560760482084686,1243.1692690212744,,1.0,-6.733798705698289,0.1104061905661341,9.29436507567739,-0.1383658152960762,0.138365815296078,14.759872105585911,14.79231098936532,14.059974857387974,13.878765184703925,13.816249640662477,12.85867932207139,13.83063418470392,14.36,13.309893502593743,12.758182907648038,14.36,12.736515616932506,29.81564168337318,944.5546900548769,369.4704986390791,246728.12147417277,198.46703713036405,112087.56120161901,90.16275095817291
WASP-061,6250,150.0,150.0,-0.1,0.12,0.12,1.27,0.06,0.06,1.39,0.03,0.03,4.256,0.009,0.013,0.476,0.007,0.02,0.0,0.26,0.0,0.0521,0.0008,0.0008,2.06,0.16,0.16,1.22,0.03,0.03,32.3,2.3,2.6,1.17,0.09,0.1,1624.0,21.0,15.0,2012MNRAS.426..739H,2017MNRAS.464..810B,TEP,5,1,11.91,-26,3,14.9,12.5,11.01,0.1642,1.0,2456075.4585,0.0005,3.855898,3e-06,2017MNRAS.464..810B,0.09,0.0081350635046068,12.923716951160188,12.123716951160189,11.834716951160187,11.169716951160188,12.911716951160187,12.340283048839812,11.156283048839812,11.369283048839812,0.0521144447838878,1556.473237455363,179.42046764380746,2.0,-0.0277174283401191,0.0901945868919353,8.059838352831319,0.1597169511601883,-0.1597169511601883,12.68494943827326,12.792546423590748,12.31218452520042,12.235099951160189,12.226335702455524,11.24963336863432,12.123716951160189,12.5,11.634217240771155,11.083141524419906,12.5,10.95966524234632,6.001803845736424,947.7722607671441,2363.7693541214467,246157.61163200255,158.15087963506465,125357.55153731878,80.53948408535602
K2-060,5500,100.0,100.0,0.01,0.11,0.11,0.97,0.07,0.07,1.12,0.05,0.05,4.33,0.04,0.04,0.7,0.04,0.04,0.0,0.18,0.0,0.045,0.003,0.003,0.426,0.037,0.037,0.683,0.037,0.037,22.4,3.3,,1.3,0.2,0.2,1400.0,50.0,50.0,2017AJ....153..130E,2017AJ....153..130E,TEP,22,34,25.49,-13,43,54.1,12.79,10.99,0.128,0.47,2456928.0593,0.0007,3.00265,4e-05,2017AJ....153..130E,0.21,0.0039271387777101,13.440716951160187,12.299716951160187,11.917716951160187,10.935716951160186,13.724716951160188,12.844283048839811,11.158283048839811,11.500283048839814,0.0403212112457104,1397.7780419598382,223.0326779901085,1.0,11.60379018819105,0.0626668874104191,8.639684826048788,-0.0542830488398138,0.0542830488398138,13.781420009701831,13.186628423590747,12.518622525200415,12.341070951160187,12.272796339761223,11.317261368672067,12.299716951160187,12.79,11.775538633977654,11.074141524419908,12.79,11.199887108213552,7.256077668222747,947.6030640162963,1524.1292204509664,244354.3109849084,174.81624667840458,141015.75901241347,100.88565908124721
TIC_434398831b,5638,50.0,50.0,-0.081,0.08,0.08,0.909,0.048,0.048,0.992,0.014,0.018,4.42,0.1,0.10,,,,0.04,0.088,0.034,0.04641,0.00017,0.00017,,,,0.313,0.02,0.019,,,,,,,,,,2025MNRAS.540..806V,2025MNRAS.540..806V,TEP,6,15,50.22,16,1,25.9,11.68,10.14,0.115,0.2,2458468.635,0.003,3.685504,1.2e-05,2025MNRAS.540..806V,0.3120929422908718,0.0010513231253746,12.273716951160187,11.216716951160189,10.855716951160188,9.958716951160188,12.458716951160188,11.861283048839812,10.302283048839811,10.612283048839814,0.0452333829441356,1273.1649404423786,,1.0,2.6012139249401827,0.0324241133321277,10.060123331320682,-0.1812830488398127,0.1812830488398127,12.461917581130397,12.051977423590747,11.428413525200416,11.273883951160188,11.21904716359542,10.258758673435942,11.216716951160189,11.68,10.700532419904832,10.221141524419906,11.68,10.10245764984833,2.6618652574687363,948.2226584993751,3732.7208701196623,244031.57552160128,191.6731821383718,127115.22788746409,99.84191666736926
TOI-269,3514,70.0,70.0,-0.29,0.12,0.12,0.3917,0.0095,0.0095,0.398,0.012,0.012,4.831,0.029,0.029,6.36,0.59,0.57,0.425,0.082,0.086,0.0345,0.0015,0.0015,0.0277,0.0044,0.0044,0.247,0.011,0.011,,,,1.72,0.36,0.32,531.0,25.0,25.0,2021A+A...650A.145C,2021A+A...650A.145C,TEP,5,3,23.06,-54,10,37.9,14.37,10.1,0.037,0.5,2458381.84668,0.00033,3.6977104,2.7e-06,2021A+A...650A.145C,0.55,0.0040672292207133,15.755634184703922,13.192634184703923,11.927634184703924,9.803634184703924,16.930634184703923,14.666365815296077,10.480365815296077,11.069365815296075,0.034240989300884,577.7014253181741,,1.0,0.7564346252966216,0.0637748321888297,18.63972203676858,-0.2963658152960757,0.2963658152960757,15.97091679585741,15.528149994459245,13.7292058624819,12.569089184703923,11.935786075895631,11.166098466554429,13.192634184703923,14.37,12.242292787654002,10.290182907648038,14.37,11.985705375172486,22.03453602386024,945.6072266071598,145.08133942726656,243323.15647543463,421.1918922329512,126536.8428067656,219.03501923519465
TOI-5205,3430,54.0,54.0,0.56,0.1,0.1,0.392,0.015,0.015,0.394,0.011,0.011,4.84,0.03,0.03,6.4,0.4,0.4,0.02,0.02,0.014,0.0195,0.0007,0.0007,1.08,0.06,0.06,0.94,0.04,0.04,,,,0.91,0.08,0.08,742.0,12.0,12.0,2023AJ....165..120K,arXiv:2502.06966,TEP,20,55,4.96,24,21,39.5,15.9,11.04,0.0583,7.0,2460227.864967,4e-06,1.630731,3e-06,arXiv:2502.06966,0.4,0.0601082591590835,17.25149745746723,14.628497457467232,13.287497457467232,11.107497457467232,18.432497457467232,15.832502542532769,11.484502542532768,12.063502542532769,0.0198437352448877,736.9937701463373,,2.0,-1.732210396106067,0.2451698577702478,10.642454405014414,0.0674974574672333,-0.0674974574672333,16.67744678445972,17.1914476002264,15.237554415217463,13.947724457467231,13.265789224306612,12.5108063299285,14.628497457467232,15.9,13.633184258528388,11.262251271266384,15.9,13.39394559367267,86.76209645990028,936.8156466451625,58.05668841033661,242793.10228009996,329.43711618063077,190127.60641660236,257.9772233065833
Kepler-078,5121,44.0,44.0,-0.08,0.06,0.06,0.779,0.032,0.046,0.7475,0.0077,0.0078,4.61,0.06,0.06,1.86,0.11,0.13,0.0,,,0.0089,,,0.0059,0.0008,0.0008,0.1096,0.0016,0.0017,11.4,3.5,3.1,3.97,0.71,0.74,,,,2013ApJ...774...54S,2019ApJ...883...79D,TEP,19,34,58.0,44,26,54.0,11.75,9.59,0.0339,0.022,2454953.95995,0.00015,0.35500744,6e-08,2013ApJ...774...54S,0.7083434827092745,0.0002270228654491,12.510716951160187,11.203716951160189,10.780716951160189,9.629716951160187,13.012716951160188,11.71028304883981,9.770283048839811,10.17528304883981,0.009028396824674,2246.923841680789,,2.0,-1.4221442318881654,0.0150672779707933,2.560249077548995,0.0397169511601891,-0.0397169511601891,13.128959438273249,12.19775642359075,11.437574525200418,11.214197951160187,11.11968758846589,10.173389126611388,11.203716951160189,11.75,10.663654714490926,9.680141524419906,11.75,10.129523618135934,2.6844028086694185,948.2196199802069,1091.103015739952,241946.20117543242,107.67886151158865,406069.22834857076,180.72229277019673
TOI-2152,6630,300.0,290.0,0.282,0.075,0.079,1.516,0.085,0.1,1.612,0.056,0.051,4.205,0.038,0.048,0.362,0.044,0.046,0.057,0.068,0.04,0.0506,0.0009,0.0011,2.83,0.38,0.37,1.281,0.05,0.046,42.7,6.9,6.5,1.26,0.23,0.22,1802.0,60.0,54.0,2023MNRAS.521.2765R,2023MNRAS.521.2765R,TEP,1,45,21.22,77,47,24.6,11.44,9.6,0.1548,0.7,2458927.6498,0.00023,3.3773512,6.1e-06,2023MNRAS.521.2765R,0.415,0.0066686676105808,11.765716951160188,11.117716951160189,10.877716951160188,10.336716951160188,11.739716951160188,10.703283048839811,9.738283048839811,9.897283048839812,0.0506085312260109,1804.3362662971183,150.59667849674022,1.0,-0.0168572882956016,0.0816619104024687,6.749768658144982,0.7367169511601883,-0.7367169511601883,11.297373152558976,11.683244423590748,11.291766525200416,11.265996951160188,11.288587624735316,10.300612273279455,11.117716951160189,11.44,10.645745304701126,9.669141524419906,11.44,9.92183624260852,2.34728658028731,948.2650690711986,5697.949331079514,241740.43610470757,133.9774855830007,131541.0151989508,72.90271644813797
TOI-1803b,4687,65.0,65.0,0.014,0.06,0.06,0.756,0.05,0.042,0.715,0.005,0.005,4.62,0.1,0.10,2.03,0.13,0.13,0.0527,0.0015,0.0016,0.06,0.001,0.001,0.032,0.008,0.008,0.267,0.007,0.007,,,,1.62,0.41,0.41,747.0,11.0,11.0,2025A+A...695A.273Z,2025A+A...695A.273Z,TEP,11,52,11.17,35,10,18.4,11.87,9.66,0.108,0.1,2458904.6237,0.0027,6.293287,2.8e-05,2025A+A...695A.273Z,0.3648182118535773,0.0014725882328526,12.883716951160189,11.143716951160188,10.593716951160188,9.050716951160188,13.887716951160186,12.479283048839813,9.871283048839812,10.415283048839813,0.060771339262162,775.2323166324163,,1.0,-1.2692484179664416,0.038374317360087,18.044656419906097,-0.6092830488398135,0.6092830488398135,13.919928009701824,12.482096423590749,11.425634525200415,11.058566951160188,10.882789749087648,9.964729991292288,11.143716951160188,11.87,10.55209927435306,9.765641524419904,11.87,10.1157793800766,2.6550659161417127,948.2235751866273,3514.48901636307,239596.94294700157,309.0646994539686,95508.6053980369,123.19997934673718
Kepler-094,4781,98.0,98.0,0.34,0.07,0.07,0.81,0.06,0.06,0.76,0.03,0.03,4.59,0.04,0.04,2.06,0.16,0.16,0.0,,,,,,0.034,0.004,0.004,0.313,0.013,0.013,,,,1.09,0.2,0.2,,,,2014ApJS..210...20M,2014ApJS..210...20M,TEP,18,44,46.74,47,29,49.7,13.19,10.59,0.048,0.15,2454955.46048,0.00012,2.50805761,1.3e-07,2016ApJS..225....9H,0.85,0.0017911517313862,14.086562270237865,12.552562270237864,12.071562270237864,10.686562270237864,14.887562270237863,13.093437729762137,10.793437729762134,11.283437729762134,0.0336764674030604,1095.2053922473092,,2.0,,0.0423220005598299,9.52832023822239,0.0965622702378645,-0.0965622702378645,14.952875635644457,13.72098064727283,12.810758144084357,12.519369270237863,12.38774491790626,11.45441275216307,12.552562270237864,13.19,11.989399266983703,10.691718864881068,13.19,11.5083813514002,9.49029692881767,947.3016015073716,436.99370326410536,238146.1330031673,217.44426633483133,150374.70205742348,137.3027407661514
TOI-663b,3681,70.0,70.0,0.07,0.12,0.12,0.514,0.012,0.012,0.512,0.015,0.015,4.727,0.009,0.009,,,,,,,0.0295,0.0011,0.0011,0.014,0.002,0.0021,0.203,0.009,0.008,,,,1.6,0.3,0.3,674.0,30.0,30.0,2024A+A...685A..19C,2024A+A...685A..19C,TEP,10,40,15.95,-8,30,38.6,13.67,9.61,0.089,0.16,2458543.4059,0.0011,4.6955507,9.5e-06,2024A+A...685A..19C,0.19,0.0016600571538133,15.03895074796753,12.590950747967527,11.507950747967527,9.49395074796753,16.20995074796753,13.786049252032472,9.94604925203247,10.55604925203247,0.0439594158502765,605.7705269148365,,1.0,-32.89264784483157,0.0407437989614776,12.389548031799132,-0.1160492520324716,0.1160492520324698,15.831888067103986,14.688933740877978,13.051818672032532,12.104451747967529,11.587609779055612,10.78187381738458,12.590950747967527,13.67,11.743024750411124,9.778024626016236,13.67,11.45590509349568,11.841670171726916,946.9842278004929,649.3678584596648,235382.8757160837,388.56772533137035,108625.45217804868,179.31782308933626
WASP-105,5070,130.0,130.0,0.28,0.16,0.16,0.89,0.09,0.09,0.9,0.03,0.03,4.48,0.02,0.02,1.23,0.03,0.03,0.0,0.04,0.0,0.075,0.003,0.003,1.8,0.1,0.1,0.96,0.03,0.03,43.7,1.0,1.0,2.0,0.1,0.1,900.0,20.0,20.0,2017A+A...604A.110A,2017A+A...604A.110A,TEP,1,36,40.24,-50,39,32.5,12.06,9.94,0.155,1.5,2456600.0765,0.0002,7.87288,1e-05,2017A+A...604A.110A,0.1,0.0120151261205059,12.866716951160187,11.486716951160188,11.044716951160188,9.818716951160187,13.466716951160189,12.181283048839813,10.125283048839812,10.557283048839812,0.0745004576179587,849.7340897230852,73.49360556195795,1.0,0.6705225686034176,0.1096135307364285,17.919346305878967,-0.1212830488398104,0.1212830488398104,13.585604723987547,12.53240742359075,11.72778352520042,11.482890951160188,11.376222557377805,10.4341845915109,11.486716951160188,12.06,10.939168948710911,10.032641524419905,12.06,10.422530514197367,3.506144322896997,948.1088259013336,3819.580361408137,235261.5216772081,276.8648739911989,83846.335352794,98.67361609573436
TOI-1468c,3496,25.0,25.0,-0.04,0.07,0.07,0.339,0.011,0.011,0.344,0.005,0.005,5.0,0.11,0.11,,,,0.0,,,,,,0.0209,0.0021,0.0021,0.1841,0.004,0.004,15.3,1.7,1.6,,,,338.0,4.0,3.0,2022A+A...666A.155C,2022A+A...666A.155C,TEP,1,6,36.93,19,13,29.6,12.5,8.5,0.062,0.3,2458766.9269,0.0012,15.532482,3.4e-05,2022A+A...666A.155C,0.623,0.0030245556420739,13.935716951160188,11.372716951160188,10.107716951160189,7.983716951160188,15.110716951160189,13.016283048839812,8.830283048839812,9.419283048839812,0.0849507053121522,339.23483993034046,78.83403415493508,1.0,,0.0549959602341292,53.10213165408588,-0.5162830488398118,0.5162830488398118,14.721427962888685,13.587232797157174,11.870724898766843,10.749171951160188,10.115868842351896,9.346181233010691,11.372716951160188,12.5,10.422375554110268,8.665141524419905,12.5,10.160101084268794,3.9989452641164345,948.0423761368777,1339.5532187119304,235186.12466487358,693.2841117179104,59674.84044360249,175.91011717975755
WASP-047d,5576,67.0,67.0,0.36,0.05,0.05,1.058,0.047,0.047,1.156,0.009,0.009,4.3437,0.0063,0.0063,0.708,0.01,0.01,0.001,0.0008,0.0008,0.08609,0.00087,0.00087,0.0488,0.0025,0.0025,0.3182,0.004,0.004,10.1,1.1,1.1,1.3,0.13,0.13,,,,2015ApJ...812L..18B,2023A+A...673A..42N,TEP,22,4,48.72,-12,1,7.8,11.93,10.19,0.18,0.1,2457006.36955,0.00035,9.03055,8e-05,2022AJ....163..197B,0.18,0.0008001208158707,12.547716951160188,11.455716951160188,11.085716951160189,10.152716951160189,12.774716951160189,11.967283048839812,10.355283048839812,10.679283048839812,0.0864791091580955,983.0585309928164,,3.0,-0.4499458445903028,0.0282864069098709,16.013943150240006,-0.0372830488398125,0.0372830488398125,12.801714866844687,12.312020423590749,11.670350525200416,11.506106951160188,11.44551109623791,10.487261703390624,11.455716951160188,11.93,10.936118235890447,10.272641524419909,11.93,10.347535389444396,3.325667927181947,948.1331603512601,4676.353845459915,233536.93346323058,237.5615755324106,77713.85854032979,79.0531347730074
LHS_1140c,3096,48.0,48.0,-0.15,0.09,0.09,0.1844,0.0045,0.0045,0.2159,0.003,0.003,5.041,0.016,0.016,18.3,0.7,0.7,0.0,0.05,0.0,0.027,0.0005,0.0005,0.006,0.0002,0.0002,0.1135,0.0023,0.0023,,,,3.8,0.3,0.3,422.0,7.0,7.0,2019AJ....157...32M,arXiv:2310.15490,TEP,0,44,59.31,-15,16,16.7,14.15,8.82,0.04583,0.25,2458389.2939,0.0002,3.77794,2e-06,arXiv:2310.15490,0.2474865502319921,0.0029184840560413,15.741339225697196,12.676339225697197,10.948339225697197,8.381339225697197,16.971339225697196,14.588660774302806,9.249660774302804,9.813660774302804,0.0270207164474816,421.999698792082,,2.0,-0.0766687571807098,0.0540229956226174,26.891469213083774,-0.4386607743028055,0.4386607743028037,14.948478338038056,15.727703656412771,13.441058021910354,11.704155225697194,10.774580096163517,10.091297052476603,12.676339225697197,14.15,11.432675129437095,9.034830387151402,14.15,11.243839378337494,16.923066517345706,946.2980090297049,233.98312569068958,231428.28320482312,548.4086454735769,119066.3129984253,282.1478625203686
K2-138e,5350,80.0,80.0,0.14,0.1,0.1,0.93,0.02,0.02,0.86,0.03,0.02,4.54,0.02,0.04,1.46,0.1,0.19,0.0,0.183,0.0,0.0782,0.00053,0.00066,0.0409,0.0063,0.0063,0.302,0.012,0.01,,,,1.35,0.27,0.24,861.0,16.0,13.0,2018AJ....155...57C,2019A+A...631A..90L,TEP,23,15,47.77,-10,50,58.9,12.21,10.31,0.1276,0.12,2457740.6459,0.0007,8.261334,1.1e-05,2024A+A...688A.192V,0.44,0.0013022305215989,12.900716951160188,11.700716951160189,11.303716951160188,10.262716951160188,13.258716951160189,12.257283048839811,10.483283048839812,10.848283048839813,0.0780670233481141,856.2537673768194,,3.0,0.170336521341256,0.0360864312671527,19.55292392260096,-0.0472830488398123,0.0472830488398123,13.348212723987547,12.623975423590748,11.924695525200418,11.730775951160188,11.65290289416537,10.700753914955696,11.700716951160189,12.21,11.17077005080705,10.396641524419906,12.21,10.610222915377223,4.202508112696943,948.014926162455,2623.3477019809916,231272.67208770575,270.09828265774803,80463.55710851122,93.97162403736426
TOI-7149,3363,59.0,59.0,-0.08,0.16,0.16,0.344,0.03,0.03,0.351,0.015,0.015,4.88,0.04,0.04,7.9,0.7,0.7,0.078,0.047,0.048,0.02603,0.00071,0.00076,0.705,0.075,0.075,1.18,0.05,0.05,,,,0.4,0.064,0.052,593.0,21.0,21.0,arXiv:2506.17861,arXiv:2506.17861,TEP,16,18,57.24,19,10,32.7,18.14,12.23,0.0719,12.0,2459703.59605,0.00029,2.65206166,8e-07,arXiv:2506.17861,0.5,0.1193495177054833,19.40894344682504,16.785943446825037,15.44494344682504,13.26494344682504,20.58994344682504,17.10505655317496,12.757056553174962,13.336056553174965,0.0262733272873199,592.7290126688796,,1.0,-0.926138074020871,0.3454699953765643,15.946686644171956,1.0349434468250394,-1.0349434468250394,17.89462617946313,19.548344079295745,17.458566992769757,16.10517044682504,15.42323521366442,14.668252319286305,16.785943446825037,18.14,15.790630247886194,12.49352827658748,18.14,15.55932565383448,575.4804646752725,867.5647427208277,10.794736539849964,227394.62769035882,383.64011686633916,139633.1037211421,235.5766306974184
Kepler-004,5857,120.0,120.0,0.17,0.06,0.06,1.173,0.196,0.1,1.48,0.33,0.13,4.168,0.063,0.133,0.362,0.081,0.136,0.0,,,0.0449,0.0024,0.0012,0.075,0.013,0.011,0.368,0.074,0.034,13.8,3.3,4.5,1.41,0.48,0.62,1620.0,140.0,60.0,2010ApJ...713L.126B,2011MNRAS.417.2166S,TEP,19,2,27.68,50,8,8.7,12.09,10.8,0.165,0.087,2454956.61132,0.00092,3.213658,3.8e-05,2011MNRAS.417.2166S,0.022,0.0006528946249512,12.607716951160189,11.663716951160188,11.331716951160187,10.545716951160188,12.674716951160187,12.344283048839811,10.954283048839812,11.221283048839812,0.0449475087451485,1620.6400483890957,418.9135517031603,2.0,-0.1056982833419243,0.0255518027730188,6.5236106686537765,-0.2542830488398131,0.2542830488398131,12.59688515255897,12.428196423590748,11.86553452520042,11.742720951160187,11.706441158414073,10.739563130898627,11.663716951160188,12.09,11.158414494340082,10.877141524419908,12.09,10.52812284244399,3.9798954526753523,948.044944918764,3582.003640426504,227139.1306075508,140.15396622669257,126704.52662455823,78.18178179078173
Kepler-036c,5911,66.0,66.0,-0.2,0.06,0.06,1.071,0.043,0.043,1.626,0.019,0.019,4.045,0.009,0.009,0.2462,0.004,0.004,,,,0.1283,0.0016,0.0016,0.0247,0.0011,0.0011,0.3283,0.005,0.005,5.62,0.42,0.28,0.67,0.05,0.04,928.0,10.0,10.0,2012Sci...337..556C,2012ApJ...755L..21D,TEP,19,25,0.04,49,13,54.5,12.22,10.79,0.3096,0.05,2454955.9132,0.0011,16.23855,0.00046,2012Sci...337..556C,0.07,0.0004304984276847,12.729716951160189,11.797716951160188,11.469716951160189,10.693716951160187,12.787716951160188,12.31628304883981,10.943283048839811,11.205283048839812,0.1284008321823097,1014.3097696955444,589.250747828671,2.0,-0.0785292280400327,0.0207484560313477,16.967174398850716,-0.09628304883981,0.09628304883981,12.698387438273256,12.55454442359075,11.99846652520042,11.87973295116019,11.846012743906302,10.87822352714091,11.797716951160188,12.22,11.29390123962325,10.866641524419904,12.22,10.659979498756591,4.497596603240901,947.9751327578335,5947.496487507295,226735.7895725026,223.53702620902465,56266.05341955747,55.47225818050271
