,Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc,Umag,Vmag_Calc,Hmag,Jmag,a_Calc,Teq_Calc,ScaleHeight_Prox,Previous Study Flag,a-a_Calc % Error,Rp/R*,a_Calc/R*,V-Vcalc,K-Kcalc,umag,gmag,rmag,imag,zmag,RISEmag,SPRAT_Redmag,SPRAT_Bluemag,600RI+19mag,HKmag,G750Mmag,GR01mag,Exposure Time for Half_Well,SNR (Half_Well),Cadence (Half_Well),Rank,Habitable_Rank,Multi_Transit_Rank,Multi_Transit_Habitable_Rank
403,KELT-04,6206,75.0,75.0,-0.116,0.065,0.069,1.201,0.067,0.061,1.603,0.039,0.038,4.108,0.014,0.014,0.291,0.012,0.012,0.0,0.138,0.0,0.04317,0.00079,0.00074,0.902,0.06,0.059,1.699,0.046,0.045,7.74,0.53,0.52,0.172,0.014,0.014,1823.0,27.0,27.0,2016AJ....151...45E,2016AJ....151...45E,TEP,10,28,15.01,25,34,23.5,9.98,8.69,0.1443,1.3,2456193.29157,0.00021,2.9895936,4.8e-06,2016AJ....151...45E,0.689,0.011862892631142,10.403716951160188,9.60371695116019,9.314716951160188,8.649716951160189,10.391716951160188,10.020283048839811,8.836283048839812,9.049283048839811,0.0431713493274246,1823.5346451425885,840.0980824379079,1.0,-0.0031255159860929,0.1089169070031925,5.790978265937332,-0.0402830488398109,0.0402830488398109,10.16494943827326,10.272546423590748,9.79218452520042,9.715099951160187,9.706335702455526,8.729633368634321,9.60371695116019,9.98,9.114217240771158,8.763141524419906,9.98,8.43966524234632,1.7285209219725963,30.257798075385285,6301.434501673004,43144.059364212386,23.65957755677233,24952.549585519748,13.683616953473685
1034,WASP-131,5950,100.0,100.0,-0.18,0.08,0.08,1.002,0.052,0.052,1.526,0.065,0.065,4.072,0.033,0.033,0.282,0.032,0.032,0.0,0.1,0.0,0.0597,0.001,0.001,0.27,0.018,0.018,1.204,0.057,0.057,4.62,0.48,0.48,0.145,0.021,0.021,1450.0,36.0,36.0,2017MNRAS.465.3693H,arXiv:2001.08225,TEP,14,0,46.44,-30,35,0.8,10.08,8.57,0.1596,0.6,2456919.8236,0.0004,5.322023,5e-06,2017MNRAS.465.3693H,0.73,0.0065737743617481,10.589716951160188,9.657716951160188,9.329716951160188,8.553716951160188,10.647716951160188,10.096283048839812,8.723283048839813,8.985283048839813,0.059696232364556,1450.6213641347772,1119.4644643125052,2.0,0.0063113454480151,0.0810788157396747,8.412463757229158,-0.0162830488398117,0.0162830488398117,10.558387438273256,10.41454442359075,9.858466525200418,9.739732951160187,9.7060127439063,8.73822352714091,9.657716951160188,10.08,9.153901239623249,8.646641524419906,10.08,8.519979498756594,1.6436155757947575,31.18172406993253,7282.069378951173,41443.12459705085,28.569222556410924,17964.45796705434,12.383974489283245
960,WASP-054,6296,40.0,40.0,0.0,0.04,0.04,1.213,0.032,0.032,1.828,0.091,0.081,3.997,0.032,0.035,0.198,0.025,0.024,0.067,0.033,0.025,0.04987,0.00044,0.00044,0.636,0.025,0.024,1.653,0.09,0.083,5.32,0.52,0.52,0.141,0.022,0.019,1759.0,46.0,46.0,2013A+A...551A..73F,2013A+A...551A..73F,TEP,13,41,49.02,0,7,41.0,10.42,9.04,0.1863,1.1,2455518.35087,0.00053,3.6936411,5.9e-06,2013A+A...551A..73F,0.49,0.0086350371633448,10.817716951160188,10.057716951160188,9.780716951160189,9.148716951160187,10.796716951160189,10.311283048839812,9.183283048839812,9.382283048839811,0.0498727420274033,1838.0380158048847,1179.338543737713,1.0,-0.0054980482161548,0.0929249006636264,5.866331292828342,0.1087169511601882,-0.1087169511601882,10.51663600970183,10.699764423590748,10.242446525200418,10.178135951160188,10.177050458932206,9.197595047887374,10.057716951160188,10.42,9.572556855817268,9.111641524419904,10.42,8.885404813187819,1.9682744679412505,27.48165159641099,7256.234624085437,41296.93947136387,22.467946318988275,21487.729099881646,11.690579256312105
968,WASP-062,6230,80.0,80.0,0.04,0.06,0.06,1.25,0.05,0.05,1.28,0.05,0.05,4.316,0.025,0.025,0.59,0.06,0.06,0.0,0.21,0.0,0.0567,0.0007,0.0007,0.57,0.04,0.04,1.39,0.06,0.06,6.76,0.65,0.59,0.21,0.03,0.03,1440.0,30.0,30.0,2012MNRAS.426..739H,2012MNRAS.426..739H,TEP,5,48,33.59,-63,59,18.3,10.22,8.94,0.1588,1.4,2455855.39316,0.00038,4.41193858,6.4e-07,2020AcA....70..181M,0.29,0.0124531880972901,10.643716951160188,9.84371695116019,9.554716951160188,8.889716951160189,10.631716951160188,10.270283048839811,9.086283048839812,9.299283048839811,0.0567104151425659,1427.2331225678824,759.8013862658881,2.0,-0.0183654846111322,0.1115938533132097,9.525252520718787,-0.0502830488398107,0.0502830488398107,10.40494943827326,10.512546423590749,10.03218452520042,9.955099951160188,9.946335702455524,8.969633368634321,9.84371695116019,10.22,9.354217240771158,9.013141524419906,10.22,8.679665242346323,1.9013836085177174,28.28361212570113,6377.440055636182,40126.285187088506,28.11473791674143,19103.55647191226,13.385028815433518
925,WASP-017,6550,100.0,100.0,-0.25,0.09,0.09,1.286,0.079,0.079,1.583,0.041,0.041,4.149,0.014,0.014,0.324,0.012,0.012,0.0,,,0.05135,0.00103,0.00103,0.477,0.033,0.033,1.932,0.053,0.053,3.16,0.2,0.2,0.0618,0.0048,0.0048,1755.0,28.0,28.0,2010ApJ...709..159A,2012MNRAS.426.1338S,TEP,15,59,50.95,-28,3,42.3,11.5,10.22,0.183,1.8,2454592.80154,0.0005,3.73548546,2.7e-07,arXiv:2203.02434,0.4,0.0157298036356436,11.851716951160189,11.161716951160187,10.907716951160188,10.334716951160187,11.822716951160189,11.385283048839812,10.360283048839811,10.533283048839811,0.0512371392225482,1755.58806039847,1980.95369338547,3.0,0.2202714264775258,0.1254185139269464,6.975300817234758,0.1147169511601866,-0.1147169511601866,11.437078295416114,11.75785242359075,11.340038525200418,11.299454951160188,11.313087075512518,10.328341037804927,11.161716951160187,11.5,10.684789082550934,10.290141524419909,11.5,9.975011632453484,2.595481808243473,18.327743349326425,5556.5985184633155,39390.733940185404,22.4373444025615,20380.768109082077,11.609083342966121
414,KELT-19,7500,110.0,110.0,-0.12,0.51,0.51,1.62,0.25,0.2,1.83,0.099,0.099,4.127,0.029,0.029,0.266,0.022,0.019,0.0,,,0.0637,0.0031,0.0027,,4.07,0.0,1.91,0.11,0.11,,,,,,,1935.0,38.0,38.0,2018AJ....155...35S,2018AJ....155...35S,TEP,7,26,2.29,7,36,56.8,9.9,9.2,0.1831,1.2,2457281.24954,0.00036,4.6117093,9.9e-06,2018AJ....155...35S,0.6,0.0115036442237201,10.063716951160188,9.673716951160188,9.525716951160188,9.187716951160189,10.145716951160187,9.91228304883981,9.328283048839811,9.40328304883981,0.0636824071222267,1938.6989301511976,,1.0,0.0276259622842383,0.1072550428824685,7.484999079898298,-0.0122830488398104,0.0122830488398104,9.2448565811304,10.05559642359075,9.822134525200418,9.891272951160188,9.972734091056562,8.96336983604545,9.673716951160188,9.9,9.233297106631744,9.264141524419903,9.9,8.419155435987067,2.0717891558454546,26.192248216802177,6813.641953736913,38652.39123775007,19.9372840396294,17998.87682870863,9.283997916739404
405,KELT-07,6789,50.0,49.0,0.139,0.075,0.081,1.535,0.066,0.054,1.732,0.043,0.045,4.149,0.019,0.019,0.297,0.019,0.018,0.0,,,0.04415,0.00062,0.00052,1.28,0.18,0.18,1.533,0.046,0.047,13.5,2.0,2.0,0.333,0.055,0.051,2048.0,27.0,27.0,2015AJ....150...12B,2015AJ....150...12B,TEP,5,13,10.93,33,19,5.4,8.54,7.54,0.1463,0.8,2456355.22981,0.0002,2.73476468,4.6e-07,arXiv:1901.07040,0.597,0.0082729313597831,8.827716951160188,8.240716951160188,8.021716951160187,7.528716951160187,8.819716951160189,8.551283048839812,7.676283048839812,7.816283048839812,0.0441491776326706,2050.462075418941,541.103657208352,2.0,0.0018627013535659,0.0909556560076564,5.481333529361824,-0.0112830488398127,0.0112830488398127,8.27922558113041,8.762245423590747,8.408625525200417,8.404809951160187,8.440838448569512,7.448006467707323,8.240716951160188,8.54,7.776102427405256,7.608141524419906,8.54,7.031579862975315,0.943099727123416,37.95585768609793,10594.520904363988,38561.5352415003,18.806266013782082,23318.163059065002,11.372150374593367
945,WASP-039,5485,50.0,50.0,0.01,0.09,0.09,0.913,0.046,0.046,0.939,0.022,0.022,4.453,0.018,0.018,1.103,0.057,0.057,0.0,,,0.04828,0.00081,0.00081,0.281,0.032,0.032,1.279,0.04,0.04,4.26,0.5,0.5,0.126,0.017,0.017,1166.0,14.0,14.0,2011A+A...531A..40F,2018A+A...613A..41M,TEP,14,29,18.42,-3,26,40.1,12.1,10.2,0.1168,2.5,2455342.9696,0.00014,4.05528047,7e-07,2016ApJ...827...19F,0.441,0.0195920910808826,12.750716951160188,11.609716951160188,11.227716951160188,10.245716951160189,13.034716951160188,12.054283048839812,10.368283048839812,10.710283048839813,0.0482811241627232,1166.4175329696204,976.2774019903384,3.0,-0.0023283689905305,0.1399717510102756,11.05617942041964,0.0457169511601875,-0.0457169511601875,13.091420009701832,12.496628423590748,11.828622525200418,11.651070951160188,11.582796339761224,10.627261368672068,11.609716951160188,12.1,11.085538633977652,10.284141524419905,12.1,10.509887108213553,2.5876795110504616,18.46950446727422,3556.257836976202,38283.01495951391,32.82102152738388,19010.593917083377,16.298275171399116
802,TOI-431d,4850,75.0,75.0,0.2,0.05,0.05,0.78,0.07,0.07,0.731,0.022,0.022,4.6,0.06,0.06,,,,0.0,,,0.098,0.002,0.002,0.0311,0.0048,0.0047,0.294,0.008,0.008,,,,1.03,0.19,0.19,633.0,14.0,14.0,arXiv:2108.02310,arXiv:2108.02310,TEP,5,33,4.62,-26,43,25.9,9.12,6.72,0.25,0.2,2458627.5453,0.0003,12.46103,2e-05,arXiv:2108.02310,0.15,0.0017081688331967,10.023716951160187,8.489716951160187,8.008716951160187,6.623716951160187,10.824716951160188,9.216283048839813,6.916283048839812,7.406283048839812,0.0968294233614604,642.5842137754365,,1.0,1.2089059274574758,0.0413299991918305,28.82784029509394,-0.0962830488398118,0.0962830488398127,10.954554295416113,9.644448423590749,8.746002525200417,8.456523951160186,8.324899598828582,7.391567433085392,8.489716951160187,9.12,7.926553947906026,6.8181415244199055,9.12,7.444011735172226,0.5284366440944807,41.44732083839721,27747.922922007714,38195.61326123469,59.44063430506694,10820.23060124098,16.838618766663814
719,L98-59b,3412,49.0,49.0,-0.46,0.26,0.26,0.273,0.03,0.03,0.303,0.026,0.023,4.86,0.13,0.13,9.15,1.8,1.4,0.103,0.117,0.045,0.02191,0.0008,0.00084,0.0013,0.0005,0.0005,0.0758,0.0054,0.0042,,,,2.7,1.1,1.1,627.0,33.0,36.0,arXiv:1903.08017,arXiv:2108.03323,TEP,8,18,7.62,-68,18,46.8,11.69,7.1,0.0413,0.06,2458366.17067,0.00035,2.2531136,1.4e-06,arXiv:2108.03323,0.53,0.0006608821787828,13.147716951160188,10.524716951160189,9.183716951160187,7.003716951160188,14.328716951160189,11.786283048839811,7.4382830488398115,8.017283048839811,0.0218197343383955,613.1107137843253,,2.0,0.4136881788044865,0.0257076288051401,15.549024853933,-0.0962830488398118,0.0962830488398118,13.783475962888676,12.831040797157176,11.051984898766843,9.843943951160188,9.162008717999564,8.407025823621451,10.524716951160189,11.69,9.529403752221343,7.269141524419906,11.69,9.27912456636782,0.6998547422058295,40.04091146009871,3756.700726379866,37871.011876544006,61.76863497098494,25229.89044461486,41.15062724787096
95,HAT-P-11,4780,50.0,50.0,0.31,0.05,0.05,0.802,0.028,0.028,0.683,0.009,0.009,4.663,0.012,0.012,2.415,0.097,0.097,0.2644,0.0006,0.0006,0.05259,0.00062,0.00062,0.0873,0.0097,0.0097,0.389,0.0053,0.0053,13.2,1.1,1.1,1.26,0.12,0.12,838.0,10.0,10.0,2010ApJ...710.1724B,arXiv:1812.02189,TEP,19,50,50.25,48,4,51.1,9.47,7.01,0.098,0.43,2454957.813207,5e-06,4.88780244,3e-08,2017A+A...597A.113H,0.347,0.0034255371511661,10.373716951160189,8.839716951160188,8.358716951160188,6.973716951160188,11.174716951160187,9.506283048839812,7.206283048839812,7.696283048839812,0.0523689342307683,832.404996668466,226.4406395743847,3.0,0.4221315031111579,0.0585280885657998,16.557161151850803,-0.0362830488398113,0.0362830488398113,11.304554295416114,9.99444842359075,9.09600252520042,8.806523951160187,8.674899598828583,7.741567433085393,8.839716951160188,9.47,8.276553947906027,7.108141524419906,9.47,7.794011735172228,0.6559697106990493,40.40563098189302,9346.007819032582,37496.7835870167,45.046322087313314,16960.443103922487,20.375229812174666
151,HAT-P-67,6406,65.0,61.0,-0.08,0.05,0.05,1.642,0.155,0.072,2.546,0.099,0.084,3.854,0.014,0.023,,,,0.0,0.6,0.0,0.06505,0.00273,0.00079,,0.59,0.0,2.085,0.096,0.071,,,,,,,1903.0,25.0,25.0,2017AJ....153..211Z,2017AJ....153..211Z,TEP,17,6,26.56,44,46,37.1,10.11,8.9,0.2912,0.8,2455961.38467,0.0007,4.8101025,4.8e-06,2017AJ....153..211Z,0.12,0.0070821677060161,10.507716951160187,9.747716951160188,9.470716951160188,8.838716951160187,10.486716951160188,10.171283048839811,9.043283048839813,9.242283048839813,0.065791096086872,1921.612746682856,,1.0,-1.1264382734914904,0.0841556160099617,5.494046239736498,-0.0612830488398135,0.0612830488398135,10.20663600970183,10.389764423590748,9.932446525200415,9.868135951160188,9.867050458932203,8.887595047887373,9.747716951160188,10.11,9.262556855817268,8.971641524419907,10.11,8.575404813187816,1.87421720825811,28.602892938680686,11844.21249493187,36974.315210313864,19.241293686326763,16858.656963598823,8.77318127323038
407,KELT-09,9600,400.0,400.0,0.14,0.3,0.3,2.32,0.16,0.16,2.418,0.058,0.058,4.037,0.038,0.04,0.164,0.018,0.018,0.0,0.035,0.0,0.03368,0.00078,0.00078,2.88,0.35,0.35,1.936,0.047,0.047,19.0,2.5,2.4,0.37,0.054,0.05,3921.0,182.0,174.0,2017Natur.546..514G,arXiv:1907.10078,TEP,20,31,26.35,39,56,19.8,7.56,7.48,0.15949,0.68,2458566.43656,4.8e-05,1.4811189,1.6e-07,arXiv:2201.04154,0.4537860324512008,0.0067696933948521,7.4737169511601875,7.472716951160187,7.469716951160188,7.432716951160187,7.468716951160188,7.607283048839813,7.594283048839812,7.562283048839812,0.0336637475358466,3923.299370347949,736.0842526428428,3.0,0.0482788321057505,0.0822781465205201,2.995154260952872,-0.0472830488398132,0.0472830488398132,6.074561009701828,7.588689423590749,7.584021525200417,7.799457951160187,7.973704065149826,6.930041457391988,7.472716951160187,7.56,7.078528418335589,7.537141524419907,7.56,6.097222130540864,0.9072449866171478,38.27033717232348,11907.535707094685,36894.62317059423,9.403978561881225,30315.73604330779,7.72710241600022
1026,WASP-121,6586,59.0,59.0,0.13,0.04,0.04,1.38,0.02,0.02,1.44,0.03,0.03,4.47,0.08,0.08,0.437,0.008,0.009,0.0,0.07,0.0,0.02544,0.00049,0.0005,1.183,0.064,0.062,1.865,0.044,0.044,9.4,0.37,0.37,0.183,0.016,0.016,2358.0,52.0,52.0,2016MNRAS.458.4025D,arXiv:2011.01245,TEP,7,10,24.06,-39,5,50.6,10.52,9.37,0.1211,1.7,2456635.70841,0.00014,1.27492471,8e-08,arXiv:2202.11990,0.1998768256500957,0.0177134670895457,10.845716951160188,10.197716951160189,9.957716951160188,9.416716951160188,10.819716951160189,10.47328304883981,9.508283048839813,9.667283048839812,0.0256186301968875,2380.9940925446085,894.7469622627923,3.0,-0.6972667762277378,0.1330919497548432,3.7989014168463417,0.0467169511601888,-0.0467169511601888,10.377373152558976,10.763244423590749,10.371766525200416,10.345996951160188,10.368587624735316,9.380612273279455,10.197716951160189,10.52,9.725745304701128,9.439141524419906,10.52,9.001836242608523,2.1762629235878923,24.82308083740155,4312.409796267066,36224.07395855613,15.213844533248231,32081.52634937836,13.474005017413665
720,L98-59c,3412,49.0,49.0,-0.46,0.26,0.26,0.273,0.03,0.03,0.303,0.026,0.023,4.86,0.13,0.13,9.15,1.8,1.4,0.103,0.045,0.058,0.0304,0.0011,0.0012,0.007,0.0008,0.0008,0.1236,0.0085,0.0067,,,,3.45,0.58,0.64,553.0,27.0,26.0,arXiv:1903.08017,arXiv:2108.03323,TEP,8,18,7.62,-68,18,46.8,11.69,7.1,0.056,0.2,2458367.27375,0.00018,3.6906777,2.1e-06,arXiv:2108.03323,0.6,0.0017572055697848,13.147716951160188,10.524716951160189,9.183716951160187,7.003716951160188,14.328716951160189,11.786283048839811,7.4382830488398115,8.017283048839811,0.0303201593726154,520.1132224879615,,2.0,0.2633252233384495,0.0419190358880648,21.574183275196862,-0.0962830488398118,0.0962830488398118,13.783475962888676,12.831040797157176,11.051984898766843,9.843943951160188,9.162008717999564,8.407025823621451,10.524716951160189,11.69,9.529403752221343,7.269141524419906,11.69,9.27912456636782,0.6998547422058295,40.04091146009871,5093.831493396428,35714.79723418234,68.66735104972071,18590.673707583293,35.74351295791868
936,WASP-029,4875,65.0,65.0,0.11,0.14,0.14,0.825,0.033,0.033,0.808,0.044,0.044,4.54,0.04,0.04,1.56,0.2,0.23,0.03,0.05,0.03,0.04565,0.0006,0.00062,0.244,0.02,0.02,0.775,0.031,0.031,10.0,1.4,1.4,0.53,0.11,0.06,960.0,30.0,30.0,2010ApJ...723L..60H,arXiv:2109.11366,TEP,23,51,31.08,-39,54,24.2,11.21,8.78,0.11036,1.3,2458356.41487,3.2e-05,3.92271218,2.5e-07,arXiv:2109.11366,0.26,0.0097151960760766,12.113716951160187,10.579716951160188,10.098716951160188,8.713716951160189,12.91471695116019,11.276283048839812,8.97628304883981,9.466283048839813,0.0456543463356007,988.9458986737616,342.4171580771602,2.0,-0.0095200916222649,0.0985656942149583,12.148784537574874,-0.0662830488398107,0.0662830488398107,13.044554295416113,11.73444842359075,10.83600252520042,10.546523951160188,10.414899598828583,9.481567433085392,10.579716951160188,11.21,10.016553947906027,8.878141524419906,11.21,9.534011735172228,1.7915180193727216,29.553613568864865,4670.595071666212,35129.994573368385,35.52266571961106,17737.191737543864,17.935452041745204
1066,WASP-166,6050,50.0,50.0,0.19,0.05,0.05,1.19,0.06,0.06,1.22,0.06,0.06,4.34,0.04,0.04,0.65,0.05,0.05,0.0,0.07,0.0,0.0642,0.0001,0.0001,0.102,0.004,0.004,0.63,0.03,0.03,5.75,0.56,0.51,0.4,0.05,0.05,1270.0,20.0,20.0,arXiv:1811.05292,arXiv:1811.05292,TEP,9,39,30.09,-20,58,56.9,9.36,8.03,0.148,0.3,2458540.73965,0.00072,5.4435399,2.8e-06,arXiv:2004.07589,0.43,0.0028159978846215,9.825716951160189,8.961716951160188,8.653716951160188,7.9337169511601875,9.839716951160186,9.456283048839811,8.179283048839812,8.416283048839812,0.0641765615004312,1271.9802427125,787.8075919528868,2.0,0.0365218999285562,0.0530659767141009,11.31562655249931,-0.0962830488398118,0.0962830488398118,9.690258295416111,9.672632423590748,9.156058525200418,9.058792951160187,9.037870671367443,8.065517198465711,8.961716951160188,9.36,8.465283433614252,8.104641524419906,9.36,7.810540272016183,1.2618973158706959,35.035797560564035,8457.717244266618,35089.21120352921,27.58628634726386,15039.48276080833,11.823676387250018
417,KELT-23,5900,49.0,49.0,-0.105,0.077,0.077,0.945,0.06,0.054,0.995,0.015,0.015,4.418,0.026,0.025,0.957,0.064,0.059,0.0,0.067,0.0,0.03303,0.00068,0.00064,0.938,0.045,0.042,1.322,0.025,0.025,13.3,0.82,0.77,0.38,0.029,0.026,1561.0,20.0,20.0,arXiv:1903.00031,arXiv:1903.00031,TEP,15,28,35.19,66,21,31.5,10.25,8.9,0.09923,2.0,2458769.612278,6e-05,2.25528773,7.7e-07,arXiv:2106.02610,0.576,0.0186417910363999,10.767716951160187,9.823716951160188,9.491716951160187,8.705716951160188,10.834716951160187,10.444283048839813,9.054283048839812,9.321283048839812,0.0330282140999184,1561.544281509683,418.6350123421421,2.0,0.0054071954244123,0.1365349443783529,7.138203117385113,-0.1942830488398126,0.1942830488398126,10.75688515255897,10.588196423590748,10.02553452520042,9.902720951160187,9.866441158414071,8.899563130898628,9.823716951160188,10.25,9.318414494340082,8.977141524419906,10.25,8.688122842443988,1.87421720825811,28.602892938680686,4036.061833351955,33962.94555956034,21.74958850781059,22615.405044283816,14.482717725058368
1007,WASP-101,6380,120.0,120.0,0.2,0.12,0.12,1.34,0.07,0.07,1.29,0.04,0.04,4.345,0.019,0.019,0.626,0.043,0.043,0.0,0.03,0.0,0.0506,0.0009,0.0009,0.5,0.04,0.04,1.41,0.05,0.05,5.75,0.56,0.51,0.18,0.02,0.02,1560.0,35.0,35.0,2014MNRAS.440.1982H,2014MNRAS.440.1982H,TEP,6,33,24.26,-23,29,10.2,10.34,9.07,0.113,1.1,2457663.51944,8e-05,3.585722,4e-06,2017ApJ...835L..12W,0.736,0.0126162327187932,10.737716951160188,9.977716951160188,9.700716951160189,9.068716951160187,10.716716951160189,10.341283048839813,9.213283048839813,9.412283048839813,0.0505466673516853,1554.184481536632,967.7006641311052,2.0,0.1055117005907049,0.1123220046063693,8.434594633278845,-0.001283048839813,0.001283048839813,10.43663600970183,10.619764423590748,10.162446525200416,10.098135951160188,10.097050458932204,9.117595047887374,9.977716951160188,10.34,9.492556855817268,9.141641524419908,10.34,8.805404813187819,1.9880305885077454,27.240277731022406,4362.406863486984,33824.69593232508,21.763629951369985,17862.637847000722,11.493254539087804
928,WASP-020,5987,20.0,20.0,0.07,0.02,0.02,1.113,0.034,0.034,1.242,0.045,0.045,4.296,0.03,0.03,0.581,0.06,0.06,0.0,0.11,0.0,0.05851,0.00059,0.00059,0.396,0.046,0.046,1.382,0.057,0.057,5.13,0.73,0.73,0.14,0.024,0.024,1330.0,25.0,25.0,2015A+A...575A..61A,arXiv:2001.08225,TEP,0,20,38.53,-23,56,8.6,10.68,9.39,0.1418,1.2,2455715.65562,0.00029,4.8996284,3.3e-06,2015A+A...575A..61A,0.718,0.0130750627274185,11.145716951160187,10.281716951160188,9.973716951160188,9.253716951160188,11.159716951160188,10.816283048839813,9.539283048839811,9.776283048839812,0.0585077864055453,1330.1374471866798,924.7376954244296,2.0,0.0037834185681379,0.1143462405478141,10.130057510695446,-0.1362830488398128,0.1362830488398128,11.010258295416111,10.992632423590749,10.476058525200418,10.378792951160188,10.357870671367444,9.385517198465712,10.281716951160188,10.68,9.785283433614252,9.464641524419909,10.68,9.130540272016184,2.1881447010438992,24.66255229547199,5024.935556431279,32107.94086052581,24.138814322110864,14505.43918974985,10.905218269307221
