rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
46,1041.01,1041,385624852,385624852.01,1,,09h13m36.54s,138.402255,,,-55d11m52.48s,-55.197912,,,-15.394,0.495,0.495,0,1,13.9,0.458,0.458,0,1,2458547.34798,0.00048,0.00048,0,1,8.30792,0.00037,0.00037,0,1,3.228,0.089,0.089,0,1,8350,361.67,361.67,0,1,,,,0,1,1434.66,,,,,1714,,,,,8.0679998,0.018,0.018,0,1,394.59177,,,0,1,7905,218,218,0,1,3.44959,0.461765,0.461765,0,1,4.2944398,0.889413,0.889413,0,1,2019-06-11 14:45:01,2019-07-31 10:32:40
47,1042.01,1042,360286627,360286627.01,1,,09h27m54.05s,141.975218,,,-61d19m48.15s,-61.330041,,,-10.771,0.895,0.895,0,1,2.747,0.737,0.737,0,1,2458544.45463,0.00204,0.00204,0,1,0.7581,6E-05,6E-05,0,1,1.065,0.13,0.13,0,1,718.149,1.21254,1.21254,0,1,,,,0,1,9182.29,,,,,2727,,,,,9.6879997,0.018,0.018,0,1,438.79901,,,0,1,8373,225,225,0,1,4.08848,1.37328,1.37328,0,1,2.15274,1.46364,1.46364,0,1,2019-06-25 15:58:42,2019-07-31 10:32:40
48,1043.01,1043,90448944,90448944.01,1,,08h33m12.56s,128.302321,,,-52d42m51.13s,-52.714204,,,-9.035,0.992,0.992,0,1,15.255,0.765,0.765,0,1,2458518.26924,0.00459,0.00459,0,1,1.44095,0.00021,0.00021,0,1,2.107,0.513,0.513,0,1,490,1.39529,1.39529,0,1,3.41658,0.285823,0.285823,0,1,4946.55,,,,,2336,,,,,9.4910002,0.018,0.018,0,1,194.3038,15.1709,15.1709,0,1,6351,197,197,0,1,4.0742898,0.331337,0.331337,0,1,1.70746,0.236619,0.236619,0,1,2019-06-11 14:45:05,2019-07-31 10:32:40
49,1044.01,1044,463402815,463402815.01,1,,10h15m14.65s,153.811027,,,-58d45m59.02s,-58.766394,,,-15.662,1.132,1.132,0,1,5.908,1.508,1.508,0,1,2458544.59785,0.00116,0.00116,0,1,1.0086,4E-05,4E-05,0,1,1.597,0.069,0.069,0,1,2401.01,781.548,781.548,0,1,,,,0,1,8072.13,,,,,2640,,,,,9.8100004,0.022,0.022,0,1,502.54855,,,0,1,7737,216,216,0,1,3.71105,0.763972,0.763972,0,1,3.1203699,1.14492,1.14492,0,1,2019-06-25 15:58:41,2019-07-31 10:32:40
50,1045.01,1045,54044474,54044474.01,1,FP,10h39m33.05s,159.88771,,,-32d30m42.78s,-32.511882,,,-34.437,0.877,0.877,0,1,15.192,0.528,0.528,0,1,2458545.92248,0.00053,0.00053,0,1,3.70426,0.00015,0.00015,0,1,4.08,0.059,0.059,0,1,7440,0.486076,0.486076,0,1,16.7631,1.4673,1.4673,0,1,1813.75,,,,,1818,,,,,9.6190004,0.018,0.018,0,1,256.36121,30.138201,30.138201,0,1,7300,209,209,0,1,4.21068,0.437868,0.437868,0,1,1.66962,0.311414,0.311414,0,1,2019-06-11 14:44:59,2019-07-31 10:32:40
51,1046.01,1046,309787037,309787037.01,1,,08h25m40.67s,126.419469,,,-60d54m27.05s,-60.907513,,,0.244,1.083,1.083,0,1,-10.73,0.506,0.506,0,1,2458518.85187,0.00232,0.00232,0,1,1.30427,8E-05,8E-05,0,1,1.607,0.248,0.248,0,1,874.6,1.09538,1.09538,0,1,5.7668,0.368168,0.368168,0,1,2175.19,,,,,1902,,,,,9.9790001,0.019,0.019,0,1,272.86868,37.293999,37.293999,0,1,7376,210,210,0,1,4.2597299,0.491488,0.491488,0,1,1.59184,0.347157,0.347157,0,1,2019-06-25 15:58:41,2019-07-31 10:32:40
52,1047.01,1047,370745311,370745311.01,1,,09h38m19.57s,144.581547,,,-67d30m18.36s,-67.5051,,,-33.884,1.645,1.645,0,1,20.168,1.149,1.149,0,1,2458544.79061,0.00092,0.00092,0,1,0.62627,2E-05,2E-05,0,1,0.666,0.169,0.169,0,1,1730.05,68.5212,68.5212,0,1,4.11464,0.979412,0.979412,0,1,3190.46,,,,,2093,,,,,10.147,0.019,0.019,0,1,120.28146,,,0,1,5802,190,190,0,1,4.5225101,0.349526,0.349526,0,1,0.926774,0.152281,0.152281,0,1,2019-06-25 15:58:39,2019-07-31 10:32:40
53,1048.01,1048,384549882,384549882.01,1,,09h06m06.67s,136.527779,,,-54d54m14.16s,-54.903934,,,-5,1.4,1.4,0,1,6.9,1.4,1.4,0,1,2458518.376,0.00075,0.00075,0,1,0.30412,1E-05,1E-05,0,1,0.748,0.1,0.1,0,1,1410,5.32593,5.32593,0,1,,,,0,1,103797,,,,,5000,,,,,8.7329998,0.036,0.036,0,1,352.89899,,,0,1,9181,,,0,1,,,,0,1,,,,0,1,2019-06-11 14:45:05,2019-07-31 10:32:40
54,1049.01,1049,16288184,16288184.01,2,CP,16h55m04.52s,253.768849,,,-28d42m38.1s,-28.710583,,,-8.255,0.985,0.985,0,1,-3.689,0.985,0.985,0,1,2458626.800788,0.000869,0.000869,0,1,2.180764,0.000122,0.000122,0,1,2.941969,0.052856,0.052856,0,1,18115.782776,663.21625,663.21625,0,1,21.029911,20.530203,20.530203,0,1,2947.071603,,,,,1879.175846,,,,,11.02,0.018,0.018,0,1,389.311,,,0,1,6599,200,200,0,1,4.2101698,1.96411,1.96411,0,1,1.5262901,1.48961,1.48961,0,1,2019-07-15 19:20:04,2019-08-16 12:00:13
55,105.01,105,144065872,144065872.01,1,CP,22h29m49.87s,337.457806,,,-48d00m11.15s,-48.003098,,,93.626,0.828,0.828,0,1,-9.298,1.194,1.194,0,1,2458326.50599,0.000156,0.000156,0,1,2.184659,2.3E-05,2.3E-05,0,1,2.869426,0.012752,0.012752,0,1,11836.69122,46.940147,46.940147,0,1,12.514586,0.056125,0.056125,0,1,985.883704,,,,,1429.144596,,,,,9.4799995,0.02,0.02,0,1,140.79532,9.9965401,9.9965401,0,1,5745,189,189,0,1,4.2204599,0.320489,0.320489,0,1,1.30241,0.193427,0.193427,0,1,2018-09-05 18:34:19,2019-06-17 14:58:32
56,1050.01,1050,66818296,66818296.01,1,CP,15h59m50.94s,239.962249,,,-28d03m42.45s,-28.061793,,,-6.6,1.557,1.557,0,1,-8.485,0.774,0.774,0,1,2458627.126221,0.000584,0.000584,0,1,3.735285,0.000148,0.000148,0,1,4.295874,0.035565,0.035565,0,1,17207.566367,133.54828,133.54828,0,1,21.273773,0.135096,0.135096,0,1,1622.430909,,,,,1618.681124,,,,,11,0.019,0.019,0,1,389.02634,65.779701,65.779701,0,1,6548,25,25,0,1,4.1799998,0.028,0.028,0,1,1.6046,0.372537,0.372537,0,1,2019-07-15 19:20:05,2019-08-23 12:00:15
57,1051.01,1051,259863352,259863352.01,1,,02h41m27.81s,40.365871,,,-71d27m45.87s,-71.462743,,,168.17,2,2,0,1,-56.04,2,2,0,1,2458657.736625,0.007425,0.007425,0,1,21.701669,0.009532,0.009532,0,1,8.267642,0.508898,0.508898,0,1,211.656733,25.132692,25.132692,0,1,2.375149,0.698345,0.698345,0,1,52.094786,,,,,685.201514,,,,,7.0890002,0.017,0.017,0,1,53.19149,3.0839701,3.0839701,0,1,5625,80,80,0,1,,,,0,1,1.56486,0.186629,0.186629,0,1,2019-08-16 20:20:45,2019-08-22 12:01:09
58,1052.01,1052,317060587,317060587.01,1,,22h30m02.47s,337.51031,,,-75d38m47.62s,-75.64656,,,-62.726,0.644,0.644,0,1,-2.089,0.736,0.736,0,1,2458661.981305,0.003592,0.003592,0,1,9.125579,0.002737,0.002737,0,1,2.520244,0.828132,0.828132,0,1,464.112112,56.99916,56.99916,0,1,3.472615,4.508955,4.508955,0,1,243.516957,,,,,1007.516232,,,,,9.0220003,0.018,0.018,0,1,125.53619,6.3260498,6.3260498,0,1,5958.2002,76,76,0,1,4.3400002,0.12,0.12,0,1,1.58,0.165123,0.165123,0,1,2019-08-16 20:20:47,2019-08-22 12:01:09
59,1053.01,1053,112395568,112395568.01,1,,19h23m54.51s,290.97712,,,-33d21m05.09s,-33.351415,,,-18.686,0.206,0.206,0,1,-8.165,0.136,0.136,0,1,2458657.999179,0.001553,0.001553,0,1,5.742625,0.000621,0.000621,0,1,2.860293,0.230499,0.230499,0,1,1105.760867,87.92673,87.92673,0,1,13.088532,3.636668,3.636668,0,1,3485.570745,,,,,1959.693829,,,,,8.8369999,0.017,0.017,0,1,281.42914,30.743601,30.743601,0,1,5664,188,188,0,1,3.2657399,0.355261,0.355261,0,1,3.86959,0.644568,0.644568,0,1,2019-08-16 20:20:42,2019-08-22 12:01:09
60,1054.01,1054,366989877,366989877.01,1,,20h08m27.4s,302.114174,,,-54d19m03s,-54.317499,,,1.68,0.103,0.103,0,1,-16.056,0.073,0.073,0,1,2458664.973031,0.002548,0.002548,0,1,15.50529,0.003586,0.003586,0,1,5.092786,0.399104,0.399104,0,1,623.09228,39.131664,39.131664,0,1,3.181526,0.894988,0.894988,0,1,120.007032,,,,,844.153495,,,,,8.4069996,0.017,0.017,0,1,88.258583,2.95333,2.95333,0,1,6122,194,194,0,1,4.3088102,0.268555,0.268555,0,1,1.2481101,0.142033,0.142033,0,1,2019-08-16 20:20:48,2019-08-22 12:01:09
61,1055.01,1055,320004517,320004517.01,1,,19h33m08.78s,293.286589,,,-54d31m57.78s,-54.532717,,,108.322,0.106,0.106,0,1,-82.74,0.083,0.083,0,1,2458661.062842,0.001217,0.001217,0,1,17.471139,0.001692,0.001692,0,1,4.319798,0.186523,0.186523,0,1,1258.553171,52.181797,52.181797,0,1,3.864567,0.570951,0.570951,0,1,55.203743,,,,,695.203388,,,,,8.0649996,0.018,0.018,0,1,56.803337,1.20096,1.20096,0,1,5783.54,7.8242898,7.8242898,0,1,4.4992499,0.0192305,0.0192305,0,1,1.07824,0.0950001,0.0950001,0,1,2019-08-16 20:20:47,2019-08-22 12:01:09
62,1056.01,1056,421894914,421894914.01,1,,22h37m02.09s,339.258697,,,-76d55m03.37s,-76.917602,,,9.844,0.911,0.911,0,1,-20.22,0.973,0.973,0,1,2458655.155164,0.006123,0.006123,0,1,5.307782,0.001834,0.001834,0,1,3.206833,0.761283,0.761283,0,1,431.401301,57.228786,57.228786,0,1,2.940992,2.561208,2.561208,0,1,480.127542,,,,,1193.875128,,,,,9.6669998,0.018,0.018,0,1,166.18335,11.0327,11.0327,0,1,6124.2998,83,83,0,1,4.3800001,0.16,0.16,0,1,1.3758,0.159916,0.159916,0,1,2019-08-16 20:20:50,2019-08-22 12:01:09
63,1057.01,1057,323132914,323132914.01,1,,08h31m59.24s,127.996835,,,-78d24m27.22s,-78.40756,,,118.217,1.009,1.009,0,1,-24.434,0.56,0.56,0,1,2458658.598798,0.008994,0.008994,0,1,16.592106,0.012633,0.012633,0,1,10.630726,0.790275,0.790275,0,1,410.423965,53.324825,53.324825,0,1,2.015789,0.620677,0.620677,0,1,51.266401,,,,,682.461186,,,,,9.3719997,0.018,0.018,0,1,95.997215,,,0,1,5599,187,187,0,1,4.46138,0.26998,0.26998,0,1,0.968952,0.116848,0.116848,0,1,2019-08-16 20:20:47,2019-08-23 12:00:15
64,1058.01,1058,31553893,31553893.01,1,,19h15m38.83s,288.911772,,,-31d47m26.92s,-31.790811,,,3.218,1.295,1.295,0,1,-16.364,1.326,1.326,0,1,2458663.023442,0.003673,0.003673,0,1,11.112686,0.005253,0.005253,0,1,4.956529,0.533981,0.533981,0,1,793.967752,100.12719,100.12719,0,1,3.254684,3.436715,3.436715,0,1,132.717841,,,,,865.669421,,,,,9.3369999,0.017,0.017,0,1,113.891,,,0,1,5785,189,189,0,1,4.3439999,2.0035601,2.0035601,0,1,1.13565,1.13565,1.13565,0,1,2019-08-16 20:20:41,2019-08-22 12:01:09
65,1059.01,1059,380783252,380783252.01,1,,17h58m51.48s,269.714483,,,-60d55m18.71s,-60.921864,,,2.89,2,2,0,1,-205.93,2,2,0,1,2458660.541059,0.000406,0.000406,0,1,9.449544,0.000281,0.000281,0,1,2.171769,0.043131,0.043131,0,1,24877.555022,448.01566,448.01566,0,1,23.233708,24.368483,24.368483,0,1,116.973285,,,,,838.767166,,,,,9.8009996,0.037,0.037,0,1,111.085,,,0,1,5509,186,186,0,1,4.3975801,2.0040801,2.0040801,0,1,1.03069,1.03069,1.03069,0,1,2019-08-16 20:20:49,2019-08-22 12:01:09
66,106.01,106,38846515,38846515.01,1,CP,04h35m50.36s,68.959813,,,-64d01m37.34s,-64.027039,,,11.062,0.364,0.364,0,1,-1.559,1.069,1.069,0,1,2458326.745077,0.000179,0.000179,0,1,2.84938,6E-06,6E-06,0,1,3.776111,0.01379,0.01379,0,1,7452.432687,25.309372,25.309372,0,1,9.06138,0.02705,0.02705,0,1,1311.315373,,,,,1534.781437,,,,,10.307,0.019,0.019,0,1,331.84042,,,0,1,6468,198,198,0,1,4.0829501,0.437686,0.437686,0,1,1.7275,0.335922,0.335922,0,1,2018-09-05 18:34:18,2019-06-17 14:58:32
67,1060.01,1060,101230735,101230735.01,1,,19h57m09.84s,299.290994,,,-48d56m04.11s,-48.934474,,,2.572,0.842,0.842,0,1,-12.045,1.296,1.296,0,1,2458653.965927,0.002671,0.002671,0,1,2.068731,0.000319,0.000319,0,1,0.920059,0.427225,0.427225,0,1,545.986561,84.6388,84.6388,0,1,3.08866,6.045137,6.045137,0,1,861.982296,,,,,1381.956383,,,,,9.6280003,0.019,0.019,0,1,144.31285,13.1361,13.1361,0,1,5687.8999,76,76,0,1,4.5999999,0.12,0.12,0,1,1.3001,0.216356,0.216356,0,1,2019-08-16 20:20:42,2019-08-22 12:01:09
68,1061.01,1061,253990973,253990973.01,1,FP,18h58m45.34s,284.688903,,,-41d14m32.9s,-41.242473,,,24.211,1.139,1.139,0,1,-73.222,1.444,1.444,0,1,2458654.253249,0.003078,0.003078,0,1,0.540933,0.000107,0.000107,0,1,1.674337,0.329757,0.329757,0,1,257.347459,27.641214,27.641214,0,1,2.28501,0.57323,0.57323,0,1,7486.092243,,,,,2372.376116,,,,,9.6949997,0.019,0.019,0,1,137.50821,,,0,1,5525,186,186,0,1,4.2534199,0.29667,0.29667,0,1,1.21935,0.16458,0.16458,0,1,2019-08-16 20:20:44,2019-08-24 12:00:14
69,1062.01,1062,299799658,299799658.01,1,,02h32m29.02s,38.120896,,,-78d01m25.27s,-78.023687,,,107.975,0.439,0.439,0,1,30.405,0.679,0.679,0,1,2458654.616125,0.004104,0.004104,0,1,4.117186,0.001036,0.001036,0,1,1.276268,0.684747,0.684747,0,1,512.02461,102.888824,102.888824,0,1,2.027782,6.103818,6.103818,0,1,248.928753,,,,,1013.067808,,,,,9.4379997,0.018,0.018,0,1,81.109894,2.7918,2.7918,0,1,5394,185,185,0,1,4.5094199,0.276077,0.276077,0,1,0.891868,0.109304,0.109304,0,1,2019-08-16 20:20:47,2019-08-22 12:01:09
70,1063.01,1063,406976746,406976746.01,1,,15h22m13.34s,230.555595,,,-83d03m22.37s,-83.056213,,,-89.708,0.599,0.599,0,1,-9.462,0.67,0.67,0,1,2458659.591955,0.002164,0.002164,0,1,10.06403,0.001624,0.001624,0,1,2.043234,0.425045,0.425045,0,1,819.288646,72.31125,72.31125,0,1,2.365979,1.50487,1.50487,0,1,67.065676,,,,,729.868845,,,,,9.0240002,0.019,0.019,0,1,60.365421,1.47314,1.47314,0,1,5552,187,187,0,1,4.6178298,0.263463,0.263463,0,1,0.804378,0.0927955,0.0927955,0,1,2019-08-16 20:20:49,2019-08-22 12:01:09
71,1064.01,1064,79748331,79748331.01,2,,19h44m00.94s,296.003936,,,-47d33m43.26s,-47.562016,,,-2.185,1.051,1.051,0,1,-100.568,1.051,1.051,0,1,2458656.669627,0.002455,0.002455,0,1,6.441821,0.00129,0.00129,0,1,1.931294,0.481463,0.481463,0,1,1201.255078,112.23624,112.23624,0,1,2.742512,4.052575,4.052575,0,1,78.840192,,,,,759.987882,,,,,9.9280005,0.018,0.018,0,1,73.7369,,,0,1,4803,178,178,0,1,4.5207901,2.00348,2.00348,0,1,0.801468,0.801468,0.801468,0,1,2019-08-16 20:20:42,2019-08-22 12:01:09
72,1064.02,1064,79748331,79748331.02,2,,19h44m00.94s,296.003936,,,-47d33m43.26s,-47.562016,,,-2.185,1.051,1.051,0,1,-100.568,1.051,1.051,0,1,2458664.490925,0.002692,0.002692,0,1,12.226323,0.003775,0.003775,0,1,2.222648,0.562061,0.562061,0,1,1288.83933,142.51828,142.51828,0,1,2.873919,3.914242,3.914242,0,1,33.550428,,,,,613.824566,,,,,9.9280005,0.018,0.018,0,1,73.7369,,,0,1,4803,178,178,0,1,4.5207901,2.00348,2.00348,0,1,0.801468,0.801468,0.801468,0,1,2019-08-16 20:20:42,2019-08-22 12:01:09
73,1065.01,1065,7088246,7088246.01,1,CP,19h05m28.02s,286.366748,,,-50d04m02.46s,-50.067349,,,7.429,1.233,1.233,0,1,-1.661,1.233,1.233,0,1,2458654.347994,0.002094,0.002094,0,1,2.160344,0.000276,0.000276,0,1,1.828854,0.14481,0.14481,0,1,19357.992992,1487.6189,1487.6189,0,1,22.503541,17.500204,17.500204,0,1,1246.215712,,,,,1515.367802,,,,,13.227,0.018,0.018,0,1,666.67798,,,0,1,5703,186,186,0,1,4.3594298,,,0,1,1.10393,1.10393,1.10393,0,1,2019-08-16 20:20:41,2019-08-23 12:00:15
74,1066.01,1066,201604954,201604954.01,2,CP,19h00m23.16s,285.096516,,,-54d53m36.01s,-54.893336,,,5.156,1.175,1.175,0,1,-37.153,1.175,1.175,0,1,2458657.832537,0.001239,0.001239,0,1,4.606184,0.000392,0.000392,0,1,3.121643,0.078877,0.078877,0,1,13793.034867,1031.5532,1031.5532,0,1,12.962219,0.582183,0.582183,0,1,353.544867,,,,,1105.938262,,,,,11.906,0.019,0.019,0,1,345.823,,,0,1,5677,188,188,0,1,4.3643899,2.0037701,2.0037701,0,1,1.0940599,1.0940599,1.0940599,0,1,2019-08-16 20:20:44,2019-08-23 12:00:15
75,1067.01,1067,201642601,201642601.01,1,,19h14m41.28s,288.672004,,,-59d34m45.66s,-59.579351,,,8.385,3.062,3.062,0,1,9.403,3.062,3.062,0,1,2458656.989652,0.001214,0.001214,0,1,3.131473,0.000252,0.000252,0,1,2.346091,0.117148,0.117148,0,1,15880.463565,440.19144,440.19144,0,1,12.352227,0.823297,0.823297,0,1,182.811177,,,,,937.822042,,,,,13.084,0.018,0.018,0,1,,,,0,1,4351,167,167,0,1,,,,0,1,,,,0,1,2019-08-16 20:20:44,2019-08-23 10:00:03
76,1068.01,1068,6663331,6663331.01,1,CP,18h57m35.92s,284.399685,,,-49d08m18.49s,-49.13847,,,,,,,,,,,,,2458656.633231,0.001251,0.001251,0,1,3.180362,0.000247,0.000247,0,1,2.111521,0.106258,0.106258,0,1,21192.463324,682.47424,682.47424,0,1,13.446487,0.600679,0.600679,0,1,405.315741,,,,,1144.374356,,,,,13.217,0.04,0.04,0,1,553.29303,,,0,1,5446,185,185,0,1,4.4105101,2.00407,2.00407,0,1,1.00678,1.00678,1.00678,0,1,2019-08-16 20:20:41,2019-08-26 12:00:12
77,1069.01,1069,31858843,31858843.01,1,CP,19h17m55.01s,289.479216,,,-32d51m36.43s,-32.86012,,,-21.115,4.843,4.843,0,1,-37.502,5.709,5.709,0,1,2458655.578988,0.000396,0.000396,0,1,2.977692,7.4E-05,7.4E-05,0,1,3.08003,0.024719,0.024719,0,1,17769.651646,144.52217,144.52217,0,1,16.759076,2.285064,2.285064,0,1,877.842466,,,,,1388.269863,,,,,10.391,0.018,0.018,0,1,191.24435,13.9845,13.9845,0,1,5703,188,188,0,1,4.2582402,0.298282,0.298282,0,1,1.24033,0.168855,0.168855,0,1,2019-08-16 20:20:41,2019-08-26 16:00:02
78,107.01,107,92352620,92352620.01,1,CP,20h55m07.98s,313.783235,,,-34d08m08.68s,-34.135745,,,24.868,1.145,1.145,0,1,-46.046,0.837,0.837,0,1,2458328.29934,0.000307,0.000307,0,1,3.950054,8.8E-05,8.8E-05,0,1,4.557506,0.023461,0.023461,0,1,12999.89718,75.69489,75.69489,0,1,18.775574,0.097373,0.097373,0,1,1098.209548,,,,,1468.219722,,,,,9.6389999,0.019,0.019,0,1,198.60658,19.2318,19.2318,0,1,6072.6001,54,54,0,1,4.0999999,0.11,0.11,0,1,1.79687,0.286031,0.286031,0,1,2018-09-05 18:34:18,2019-06-17 14:58:32
79,1070.01,1070,31858844,31858844.01,1,FP,19h17m54.88s,289.478676,,,-32d51m40.07s,-32.86113,,,,,,,,,,,,,2458655.579241,0.000532,0.000532,0,1,2.977615,9.8E-05,9.8E-05,0,1,3.25697,0.030226,0.030226,0,1,43218.111683,416.72778,416.72778,0,1,26.88423,0.196978,0.196978,0,1,873.267992,,,,,1386.457735,,,,,11.392,0,0,0,1,,,,0,1,,,,0,1,,,,0,1,,,,0,1,2019-08-16 20:20:41,2019-08-26 16:00:02
80,1071.01,1071,120247528,120247528.01,1,,18h40m44.2s,280.184176,,,-58d27m33.78s,-58.459384,,,-27.758,1.175,1.175,0,1,-31.191,1.175,1.175,0,1,2458655.395924,0.001083,0.001083,0,1,3.553814,0.000237,0.000237,0,1,2.056578,0.048296,0.048296,0,1,9979.266691,279.5894,279.5894,0,1,12.539744,12.542709,12.542709,0,1,507.680427,,,,,1210.646511,,,,,11.528,0.017,0.017,0,1,291.13599,,,0,1,5639,188,188,0,1,4.3717198,2.00387,2.00387,0,1,1.07973,1.07973,1.07973,0,1,2019-08-16 20:20:42,2019-08-22 12:01:09
81,1072.01,1072,140830390,140830390.01,1,,05h02m30.55s,75.627305,,,-72d54m50.41s,-72.914003,,,1.906,1.11,1.11,0,1,33.958,1.11,1.11,0,1,2458659.684361,0.00219,0.00219,0,1,12.836719,0.003073,0.003073,0,1,9.708126,0.196184,0.196184,0,1,10273.241372,303.03772,303.03772,0,1,11.538337,11.542031,11.542031,0,1,106.882642,,,,,820.06173,,,,,11.627,0.017,0.017,0,1,317.96399,,,0,1,5765,189,189,0,1,4.3477302,2.0035801,2.0035801,0,1,1.12781,1.12781,1.12781,0,1,2019-08-16 20:20:43,2019-08-22 12:01:09
82,1073.01,1073,158297421,158297421.01,1,,19h09m56.26s,287.484401,,,-49d39m53.79s,-49.664943,,,6.338,3.213,3.213,0,1,1.721,3.213,3.213,0,1,2458655.9586,0.001929,0.001929,0,1,3.92318,0.000458,0.000458,0,1,1.83138,0.102916,0.102916,0,1,36737.407507,1787.5328,1787.5328,0,1,20.768415,0.960106,0.960106,0,1,147.306937,,,,,888.537066,,,,,13.583,0.018,0.018,0,1,,,,0,1,4444,168,168,0,1,,,,0,1,,,,0,1,2019-08-16 20:20:43,2019-08-22 12:01:09
83,1074.01,1074,327301957,327301957.01,1,,20h43m02.64s,310.760995,,,-72d00m36.98s,-72.010273,,,19.674,0.558,0.558,0,1,42.848,0.948,0.948,0,1,2458662.652196,0.005474,0.005474,0,1,13.925997,0.007779,0.007779,0,1,4.475409,0.470037,0.470037,0,1,1550.68887,142.72304,142.72304,0,1,3.470318,0.529515,0.529515,0,1,31.5604,,,,,604.512623,,,,,10.562,0.018,0.018,0,1,107.04491,2.5386,2.5386,0,1,5206,183,183,0,1,4.63095,0.280579,0.280579,0,1,0.753918,0.0961968,0.0961968,0,1,2019-08-16 20:20:47,2019-08-22 12:01:09
84,1075.01,1075,351601843,351601843.01,1,,20h39m53.1s,309.971243,,,-65d26m58.89s,-65.449691,,,-105.377,4.477,4.477,0,1,-64.342,4.477,4.477,0,1,2458654.251386,0.001691,0.001691,0,1,0.604763,6.3E-05,6.3E-05,0,1,1.063609,0.315617,0.315617,0,1,968.46055,85.29321,85.29321,0,1,2.036747,2.482144,2.482144,0,1,708.338059,,,,,1315.769739,,,,,11.074,0.018,0.018,0,1,,,,0,1,4046,170,170,0,1,4.6096301,0.230678,0.230678,0,1,0.653189,0.0646449,0.0646449,0,1,2019-08-16 20:20:48,2019-08-22 12:01:09
85,1076.01,1076,360742636,360742636.01,1,CP,19h38m32.09s,294.633693,,,-55d19m48.95s,-55.330264,,,5.672,1.182,1.182,0,1,-39.735,1.182,1.182,0,1,2458654.163363,0.000358,0.000358,0,1,2.549553,5.2E-05,5.2E-05,0,1,2.598449,0.026225,0.026225,0,1,15944.373165,119.39357,119.39357,0,1,13.024976,0.122357,0.122357,0,1,688.17432,,,,,1306.304326,,,,,11.214,0.018,0.018,0,1,279.487,,,0,1,5747,189,189,0,1,4.35111,2.0036099,2.0036099,0,1,1.12082,1.12082,1.12082,0,1,2019-08-16 20:20:48,2019-08-23 12:00:15
86,1077.01,1077,369960846,369960846.01,1,,11h35m14.61s,173.810894,,,-88d05m46.37s,-88.096214,,,-24.257,1.215,1.215,0,1,10.092,1.215,1.215,0,1,2458654.106761,0.001087,0.001087,0,1,1.606295,0.000101,0.000101,0,1,1.974814,0.087728,0.087728,0,1,18133.394717,473.97668,473.97668,0,1,12.274219,12.286726,12.286726,0,1,819.876564,,,,,1364.761831,,,,,13.389,0.018,0.018,0,1,444.39099,,,0,1,5192,182,182,0,1,4.4617,2.00368,2.00368,0,1,0.914109,0.914109,0.914109,0,1,2019-08-16 20:20:48,2019-08-22 12:01:09
87,1078.01,1078,370133522,370133522.01,1,,20h27m42.1s,306.925437,,,-56d27m26.2s,-56.457279,,,410.27,2,2,0,1,-1160.71,2,2,0,1,2458654.105559,0.000752,0.000752,0,1,0.518224,2.5E-05,2.5E-05,0,1,0.718441,0.227664,0.227664,0,1,847.714651,62.32479,62.32479,0,1,1.13486,1.07129,1.07129,0,1,181.677407,,,,,936.364586,,,,,10.281,0.059,0.059,0,1,27.144741,,,0,1,3325,102,102,0,1,4.88693,0.0989413,0.0989413,0,1,0.383,0.017,0.017,0,1,2019-08-16 20:20:48,2019-08-22 12:01:09
88,1079.01,1079,379240073,379240073.01,1,,18h52m28.68s,283.119493,,,-55d23m16.54s,-55.387927,,,-9.87,3.34,3.34,0,1,9.391,3.34,3.34,0,1,2458656.382756,0.003137,0.003137,0,1,3.164147,0.000607,0.000607,0,1,1.598864,0.30807,0.30807,0,1,7491.851204,654.3037,654.3037,0,1,13.276169,13.481318,13.481318,0,1,1652.831555,,,,,1626.211015,,,,,13.056,0.021,0.021,0,1,994.41302,,,0,1,6519,194,194,0,1,4.2206802,,,0,1,1.48759,1.48759,1.48759,0,1,2019-08-16 20:20:49,2019-08-22 12:01:09
