# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun  7 06:36:29 2017
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
78,GJ 436 b,1.43800,,0.703000,0.008800,-0.008800,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
79,GJ 436 b,1.45600,,0.704400,0.008600,-0.008600,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
80,GJ 436 b,1.47500,,0.694800,0.008300,-0.008300,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
81,GJ 436 b,1.49400,,0.700800,0.008800,-0.008800,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
82,GJ 436 b,1.51300,,0.705700,0.009500,-0.009500,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
83,GJ 436 b,1.53200,,0.702200,0.009000,-0.009000,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
84,GJ 436 b,1.55100,,0.701800,0.008600,-0.008600,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
85,GJ 436 b,1.57000,,0.701000,0.007800,-0.007800,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
86,GJ 436 b,1.58800,,0.695900,0.008100,-0.008100,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
87,GJ 436 b,1.60700,,0.699400,0.007800,-0.007800,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
88,GJ 436 b,1.62600,,0.698400,0.007400,-0.007400,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
89,GJ 436 b,1.64500,,0.691600,0.010400,-0.010400,0,,,,,,,,,2456226.691310,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Natur.505...66K target=ref> Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
90,GJ 1214 b,0.81000,,,,,,,,,,0.12038,0.00130,-0.00130,0,2455426.422923,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
91,GJ 1214 b,0.85500,,,,,,,,,,0.11042,0.00140,-0.00140,0,2455350.563492,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
92,GJ 1214 b,0.87700,,,,,,,,,,0.11843,0.00250,-0.00250,0,2455437.487593,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
93,GJ 1214 b,0.87700,,,,,,,,,,0.11754,0.00160,-0.00160,0,2455723.539027,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
94,GJ 1214 b,0.87845,,,,,,,,,,0.11724,0.00200,-0.00200,0,2455399.556041,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
95,GJ 1214 b,0.88350,,,,,,,,,,0.11556,0.00320,-0.00320,0,2455437.487593,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
96,GJ 1214 b,0.88350,,,,,,,,,,0.11791,0.00160,-0.00160,0,2455723.539027,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
97,GJ 1214 b,0.88496,,,,,,,,,,0.11595,0.00240,-0.00240,0,2455399.556041,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
98,GJ 1214 b,3.60000,,,,,,0.257,0.005,-0.005,0,0.11638,0.00037,-0.00037,0,2454980.749000,0.000100,-0.000100,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..21G target=ref> Gillon et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
99,GJ 1214 b,4.50000,,,,,,0.258,0.005,-0.005,0,0.11694,0.00017,-0.00017,0,2454980.749000,0.000100,-0.000100,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..21G target=ref> Gillon et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
100,HAT-P-12 b,1.10800,,,,,,,,,,0.13788,0.00170,-0.00170,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
101,HAT-P-12 b,1.13200,,,,,,,,,,0.13708,0.00160,-0.00160,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
102,HAT-P-12 b,1.15500,,,,,,,,,,0.13737,0.00140,-0.00140,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
103,HAT-P-12 b,1.17900,,,,,,,,,,0.13824,0.00150,-0.00150,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
104,HAT-P-12 b,1.20200,,,,,,,,,,0.13921,0.00140,-0.00140,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
105,HAT-P-12 b,1.22600,,,,,,,,,,0.13671,0.00110,-0.00110,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
106,HAT-P-12 b,1.25000,,,,,,,,,,0.13572,0.00110,-0.00110,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
107,HAT-P-12 b,1.27300,,,,,,,,,,0.13755,0.00120,-0.00120,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
108,HAT-P-12 b,1.29700,,,,,,,,,,0.13874,0.00120,-0.00120,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
109,HAT-P-12 b,1.32000,,,,,,,,,,0.13646,0.00130,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
110,HAT-P-12 b,1.34400,,,,,,,,,,0.13744,0.00130,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
111,HAT-P-12 b,1.36700,,,,,,,,,,0.13689,0.00130,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
112,HAT-P-12 b,1.39100,,,,,,,,,,0.13820,0.00120,-0.00120,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
113,HAT-P-12 b,1.41400,,,,,,,,,,0.13733,0.00110,-0.00110,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
114,HAT-P-12 b,1.43800,,,,,,,,,,0.13737,0.00100,-0.00100,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
115,HAT-P-12 b,1.46200,,,,,,,,,,0.13914,0.00130,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
116,HAT-P-12 b,1.48500,,,,,,,,,,0.13704,0.00120,-0.00120,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
117,HAT-P-12 b,1.50900,,,,,,,,,,0.13439,0.00110,-0.00110,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
118,HAT-P-12 b,1.53200,,,,,,,,,,0.13431,0.00120,-0.00120,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
119,HAT-P-12 b,1.55600,,,,,,,,,,0.13494,0.00110,-0.00110,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
120,HAT-P-12 b,1.57900,,,,,,,,,,0.13612,0.00120,-0.00120,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
121,HAT-P-12 b,1.60300,,,,,,,,,,0.13835,0.00120,-0.00120,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
122,HAT-P-12 b,1.62700,,,,,,,,,,0.13620,0.00130,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
123,HAT-P-16 b,0.36000,0.11400,,,,,,,,,0.10586,0.00088,-0.00088,0,2456290.657790,0.000490,-0.000490,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014NewA...27..102P target=ref> Pearson et al. 2014</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
124,HD 97658 b,1.13200,0.01900,0.092600,0.002300,-0.002300,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
125,HD 97658 b,1.15100,0.01800,0.091100,0.002900,-0.002900,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
126,HD 97658 b,1.17000,0.02100,0.093000,0.001900,-0.001900,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
127,HD 97658 b,1.18800,0.01800,0.092700,0.001700,-0.001700,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
128,HD 97658 b,1.20700,0.01900,0.092400,0.001800,-0.001800,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
129,HD 97658 b,1.22600,0.01900,0.091100,0.001700,-0.001700,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
130,HD 97658 b,1.24500,0.01900,0.090600,0.001800,-0.001800,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
131,HD 97658 b,1.26400,0.01900,0.094900,0.001600,-0.001600,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
132,HD 97658 b,1.28300,0.01900,0.096500,0.001700,-0.001700,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
133,HD 97658 b,1.30100,0.01800,0.096700,0.001800,-0.001800,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
134,HD 97658 b,1.32000,0.01900,0.096000,0.001900,-0.001900,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
135,HD 97658 b,1.33900,0.01900,0.094700,0.002200,-0.002200,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
136,HD 97658 b,1.35800,0.01900,0.094500,0.002300,-0.002300,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
137,HD 97658 b,1.37700,0.01900,0.093200,0.002600,-0.002600,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
138,HD 97658 b,1.39600,0.01900,0.092300,0.001800,-0.001800,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
139,HD 97658 b,1.41500,0.01900,0.092600,0.002800,-0.002800,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
140,HD 97658 b,1.43300,0.01800,0.098400,0.002400,-0.002400,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
141,HD 97658 b,1.45200,0.01900,0.094800,0.002200,-0.002200,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
142,HD 97658 b,1.47100,0.01900,0.096600,0.002000,-0.002000,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
143,HD 97658 b,1.49000,0.01900,0.094900,0.002000,-0.002000,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
144,HD 97658 b,1.50900,0.01900,0.096900,0.002400,-0.002400,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
145,HD 97658 b,1.52800,0.01900,0.097500,0.001900,-0.001900,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
146,HD 97658 b,1.54600,0.01800,0.095200,0.001800,-0.001800,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
147,HD 97658 b,1.56500,0.01900,0.094300,0.002500,-0.002500,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
148,HD 97658 b,1.58400,0.11400,0.097000,0.002100,-0.002100,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
149,HD 97658 b,1.60300,0.11400,0.098100,0.002000,-0.002000,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
150,HD 97658 b,1.62200,0.11400,0.097500,0.002000,-0.002000,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
151,HD 97658 b,1.14100,0.11400,0.096500,0.002600,-0.002600,0,,,,,,,,,2456665.466780,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
152,WASP-6 b,0.67000,0.38000,,,,,,,,,0.14040,0.00100,-0.00100,0,2455473.653650,0.000160,-0.000160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
153,WASP-6 b,0.48230,0.20900,,,,,,,,,0.14300,0.00190,-0.00220,0,2455473.653650,0.000160,-0.000160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
154,WASP-6 b,0.50310,0.18800,,,,,,,,,0.13750,0.00160,-0.00170,0,2455473.653650,0.000160,-0.000160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
155,WASP-6 b,0.52010,0.17300,,,,,,,,,0.14060,0.00150,-0.00160,0,2455473.653650,0.000160,-0.000160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
156,WASP-6 b,0.53780,0.18000,,,,,,,,,0.14000,0.00160,-0.00160,0,2455473.653650,0.000160,-0.000160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
157,WASP-6 b,0.55580,0.17900,,,,,,,,,0.13930,0.00090,-0.00090,0,2455473.653650,0.000160,-0.000160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
158,WASP-6 b,0.57580,0.22300,,,,,,,,,0.13890,0.00070,-0.00070,0,2455473.653650,0.000160,-0.000160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
159,WASP-6 b,0.59580,0.17600,,,,,,,,,0.13920,0.00060,-0.00070,0,2455473.653650,0.000160,-0.000160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
160,WASP-6 b,0.61580,0.22300,,,,,,,,,0.13800,0.00050,-0.00070,0,2455473.653650,0.000160,-0.000160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
161,WASP-6 b,0.63610,0.18500,,,,,,,,,0.13850,0.00060,-0.00060,0,2455473.653650,0.000160,-0.000160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
162,WASP-6 b,0.65470,0.18500,,,,,,,,,0.13900,0.00080,-0.00090,0,2455473.653650,0.000160,-0.000160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
